game_id,date,season,week,league,away,home,completion_pct,interceptions,pass_attempts,pass_completions,pass_long,pass_yards_per_attempt,passing_2pt,passing_rate,passing_sacks,passing_td_pass,passing_yards,passing_yds_lost,rush_avg,rush_long,rushing_2pt,rushing_attempts,rushing_fum,rushing_tds,rushing_yards
FOOTBALL_AF1_2026_4_17_T606163G1168206@T584637,2026-04-18,2026,2,AF1,Michigan Arsenal,Nashville Kats,778.0,1.0,18.0,14.0,42.0,18.0,0.0,135.0,0.0,6.0,258.0,0.0,,,,,,,
FOOTBALL_AF1_2026_4_25_T584641G1168210@T584637,2026-04-25,2026,3,AF1,Washington Wolfpack,Nashville Kats,500.0,0.0,24.0,12.0,28.0,16.0,0.0,116.0,0.0,4.0,189.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
FOOTBALL_AF1_2026_5_3_T584637G1168212@T584747,2026-05-03,2026,4,AF1,Nashville Kats,Kentucky Barrels,657.0,0.0,35.0,23.0,44.0,12.0,0.0,128.0,0.0,4.0,279.0,0.0,,,,,,,
FOOTBALL_AF1_2026_5_9_T584638G1168218@T584637,2026-05-09,2026,5,AF1,Oregon Lightning,Nashville Kats,714.0,0.0,21.0,15.0,35.0,14.0,0.0,142.0,0.0,7.0,205.0,0.0,-4.0,0.0,0.0,1.0,0.0,0.0,-4.0
FOOTBALL_AF1_2026_5_16_T612138G1168221@T584637,2026-05-16,2026,6,AF1,Oceanside Bombers,Nashville Kats,733.0,1.0,30.0,22.0,38.0,14.0,0.0,132.0,0.0,6.0,313.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
