game_id,date,season,week,league,away,home,assists,def_rebounds,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
WNBA_202105140NYL,2021-05-14,2021,1,WNBA,IND,NYL,1.0,1.0,0.5,2.0,1.0,0.4,5.0,2.0,2.0,,,,12.483333333333333,,1.0,5.0,1.0,,
WNBA_202105160IND,2021-05-16,2021,1,WNBA,NYL,IND,3.0,,,3.0,,,6.0,,,,,,10.45,,1.0,,,1.0,1.0
WNBA_202105190CON,2021-05-19,2021,1,WNBA,IND,CON,1.0,1.0,0.25,4.0,1.0,0.286,7.0,2.0,,,,,15.533333333333333,,-5.0,5.0,1.0,2.0,2.0
WNBA_202105210IND,2021-05-21,2021,1,WNBA,ATL,IND,,2.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,,,,11.433333333333334,1.0,3.0,8.0,3.0,,3.0
WNBA_202105230IND,2021-05-23,2021,1,WNBA,WAS,IND,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,8.466666666666667,,-10.0,3.0,3.0,,
WNBA_202105250IND,2021-05-25,2021,1,WNBA,WAS,IND,,2.0,0.5,2.0,1.0,0.5,2.0,1.0,,,,,10.9,1.0,-4.0,3.0,3.0,,
WNBA_202105280LVA,2021-05-28,2021,1,WNBA,IND,LVA,,2.0,,1.0,,,2.0,,,,,,8.633333333333333,1.0,-16.0,,3.0,,3.0
WNBA_202105300LVA,2021-05-30,2021,1,WNBA,IND,LVA,3.0,,1.0,2.0,2.0,0.75,4.0,3.0,,,,,15.033333333333333,,-8.0,8.0,,1.0,2.0
WNBA_202106010SEA,2021-06-01,2021,1,WNBA,IND,SEA,2.0,1.0,,2.0,,,2.0,,1.0,,,,9.266666666666667,,-5.0,,1.0,,
WNBA_202106030LAS,2021-06-03,2021,1,WNBA,IND,LAS,,,,,,,1.0,,3.0,,,,4.783333333333333,,-6.0,,,,1.0
WNBA_202106090CHI,2021-06-09,2021,1,WNBA,IND,CHI,1.0,1.0,,,,,,,,,,,3.15,,-6.0,,1.0,,1.0
WNBA_202106120IND,2021-06-12,2021,1,WNBA,CHI,IND,1.0,,,3.0,,,5.0,,3.0,1.0,2.0,2.0,17.766666666666666,,6.0,2.0,,3.0,1.0
WNBA_202106150IND,2021-06-15,2021,1,WNBA,SEA,IND,1.0,1.0,,1.0,,,1.0,,1.0,,2.0,,10.1,,-3.0,,1.0,,1.0
WNBA_202106170IND,2021-06-17,2021,1,WNBA,SEA,IND,1.0,,,1.0,,0.333,3.0,1.0,1.0,,,,11.75,,-2.0,2.0,,,
WNBA_202106190WAS,2021-06-19,2021,1,WNBA,IND,WAS,,1.0,,1.0,,,1.0,,1.0,,,,8.4,,-7.0,,1.0,,1.0
WNBA_202106240IND,2021-06-24,2021,1,WNBA,DAL,IND,1.0,,,2.0,,,2.0,,,,,,4.966666666666667,,-12.0,,,,
WNBA_202107010IND,2021-07-01,2021,1,WNBA,CON,IND,,1.0,,,,,,,,,,,4.066666666666666,,-1.0,,1.0,,
WNBA_202107090IND,2021-07-09,2021,1,WNBA,NYL,IND,,,,1.0,,,1.0,,,,,,3.5166666666666666,,4.0,,,,
WNBA_202107110ATL,2021-07-11,2021,1,WNBA,IND,ATL,,,,,,,,,1.0,,,,2.35,,-1.0,,,,1.0
WNBA_202405180DAL,2024-05-18,2024,1,WNBA,CHI,DAL,1.0,,,1.0,,0.5,2.0,1.0,,,,,3.1,1.0,2.0,2.0,1.0,,1.0
WNBA_202405300CHI,2024-05-30,2024,1,WNBA,LAS,CHI,,,,1.0,,,1.0,,2.0,,,,1.2833333333333332,,-3.0,,,,
WNBA_202406060WAS,2024-06-06,2024,1,WNBA,CHI,WAS,,1.0,,3.0,,,3.0,,,,,,6.816666666666666,,3.0,,1.0,2.0,1.0
WNBA_202406080CHI,2024-06-08,2024,1,WNBA,ATL,CHI,1.0,,,,,,,,,,,,3.6166666666666667,,-4.0,,,1.0,1.0
WNBA_202406270CHI,2024-06-27,2024,1,WNBA,LVA,CHI,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.4333333333333333,,3.0,3.0,,1.0,
