game_id,date,season,week,league,away,home,assists,blocks,def_rebounds,fg3a,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
WNBA_202105150WAS,2021-05-15,2021,1,WNBA,CHI,WAS,1.0,,6.0,1.0,0.429,7.0,3.0,3.0,0.75,4.0,3.0,23.7,3.0,-12.0,9.0,9.0,,3.0
WNBA_202105180WAS,2021-05-18,2021,1,WNBA,PHO,WAS,1.0,1.0,2.0,,0.6,5.0,3.0,3.0,1.0,2.0,2.0,21.633333333333333,2.0,-13.0,8.0,4.0,2.0,2.0
WNBA_202105210WAS,2021-05-21,2021,1,WNBA,NYL,WAS,2.0,,7.0,,0.5,6.0,3.0,4.0,0.333,3.0,1.0,25.866666666666667,6.0,6.0,7.0,13.0,,1.0
WNBA_202105230IND,2021-05-23,2021,1,WNBA,WAS,IND,,1.0,6.0,,0.571,7.0,4.0,4.0,0.5,4.0,2.0,26.666666666666668,3.0,-8.0,10.0,9.0,,1.0
WNBA_202105250IND,2021-05-25,2021,1,WNBA,WAS,IND,1.0,,4.0,,1.0,1.0,1.0,,0.5,2.0,1.0,11.95,1.0,9.0,3.0,5.0,,
WNBA_202105280CON,2021-05-28,2021,1,WNBA,WAS,CON,1.0,,1.0,,,2.0,,3.0,,,,9.3,1.0,-12.0,,2.0,,1.0
WNBA_202106050WAS,2021-06-05,2021,1,WNBA,LVA,WAS,,,3.0,,,,,2.0,,,,6.416666666666667,,-1.0,,3.0,,1.0
WNBA_202106080WAS,2021-06-08,2021,1,WNBA,MIN,WAS,,,1.0,,,1.0,,,,,,5.2,,-3.0,,1.0,,
WNBA_202106100WAS,2021-06-10,2021,1,WNBA,LAS,WAS,,,1.0,,0.333,3.0,1.0,4.0,,,,16.3,1.0,-2.0,2.0,2.0,,3.0
WNBA_202106130ATL,2021-06-13,2021,1,WNBA,WAS,ATL,,,,,1.0,1.0,1.0,2.0,0.5,2.0,1.0,11.583333333333334,2.0,-3.0,3.0,2.0,,1.0
WNBA_202108150LVA,2021-08-15,2021,1,WNBA,WAS,LVA,,,,,1.0,1.0,1.0,,,,,2.966666666666667,,3.0,2.0,,,
WNBA_202108170LVA,2021-08-17,2021,1,WNBA,WAS,LVA,,,1.0,,0.75,4.0,3.0,3.0,,,,13.733333333333333,,2.0,6.0,1.0,,
WNBA_202108190PHO,2021-08-19,2021,1,WNBA,WAS,PHO,,,2.0,,0.333,3.0,1.0,,,,,10.133333333333333,2.0,-3.0,2.0,4.0,,
WNBA_202108240WAS,2021-08-24,2021,1,WNBA,LAS,WAS,2.0,3.0,3.0,,,1.0,,1.0,0.5,4.0,2.0,14.516666666666667,2.0,2.0,2.0,5.0,1.0,1.0
WNBA_202108260WAS,2021-08-26,2021,1,WNBA,DAL,WAS,1.0,1.0,2.0,,1.0,2.0,2.0,2.0,1.0,2.0,2.0,14.45,,9.0,6.0,2.0,1.0,
WNBA_202108280WAS,2021-08-28,2021,1,WNBA,DAL,WAS,,,4.0,,0.667,3.0,2.0,5.0,0.75,4.0,3.0,21.9,4.0,-1.0,7.0,8.0,,2.0
WNBA_202108310WAS,2021-08-31,2021,1,WNBA,CON,WAS,,,4.0,,0.667,3.0,2.0,2.0,,,,22.0,1.0,-13.0,4.0,5.0,,
WNBA_202109040MIN,2021-09-04,2021,1,WNBA,WAS,MIN,2.0,2.0,1.0,,0.167,6.0,1.0,1.0,,,,18.516666666666666,2.0,-2.0,2.0,3.0,1.0,
WNBA_202109070SEA,2021-09-07,2021,1,WNBA,WAS,SEA,1.0,,3.0,,0.5,2.0,1.0,3.0,0.5,2.0,1.0,16.45,,-3.0,3.0,3.0,1.0,1.0
WNBA_202109100WAS,2021-09-10,2021,1,WNBA,ATL,WAS,,,7.0,,0.571,7.0,4.0,,,,,18.483333333333334,1.0,3.0,8.0,8.0,1.0,1.0
WNBA_202109120CHI,2021-09-12,2021,1,WNBA,WAS,CHI,,,1.0,,0.333,3.0,1.0,2.0,0.667,3.0,2.0,17.483333333333334,2.0,5.0,4.0,3.0,,1.0
WNBA_202109170NYL,2021-09-17,2021,1,WNBA,WAS,NYL,,,4.0,,0.5,2.0,1.0,1.0,,,,12.183333333333334,,10.0,2.0,4.0,,1.0
WNBA_202109190WAS,2021-09-19,2021,1,WNBA,MIN,WAS,1.0,1.0,3.0,,0.5,4.0,2.0,1.0,,,,14.416666666666666,,-3.0,4.0,3.0,,
