game_id,date,season,week,league,away,home,attempts,avg,long,td,yards
FOOTBALL_XLEAGUE_2018_SEASON_TOTAL,,2018,1,XLEAGUE,,,21.0,10.4,26.0,3.0,219.0
FOOTBALL_XLEAGUE_2020_SEASON_TOTAL,,2020,1,XLEAGUE,,,9.0,16.78,41.0,1.0,151.0
