game_id,date,season,week,league,away,home,interceptions_lost,passing_tds,passing_yards,rushing_yards
SYNTHETIC_CFL_2025_W3_CGY,2025-06-21,2025,3,CFL,OTT,CGY,,,,16.0
SYNTHETIC_CFL_2025_W8_CGY,2025-07-24,2025,8,CFL,MTL,CGY,,,20.0,
SYNTHETIC_CFL_2025_W9_CGY,2025-07-31,2025,9,CFL,CGY,OTT,3.0,1.0,273.0,12.0
SYNTHETIC_CFL_2025_W14_CGY,2025-09-06,2025,14,CFL,CGY,EDM,1.0,,38.0,1.0
SYNTHETIC_CFL_2025_W16_CGY,2025-09-19,2025,16,CFL,BC,CGY,,1.0,64.0,
