game_id,date,season,week,league,away,home,assists,blocks,d_points,goals,o_points,plus_minus,touches,turnovers
PUL_2024_SEASON_TOTAL,,2024,1,PUL,,,,1.0,48.0,6.0,16.0,6.0,17.0,1.0
PUL_2025_SEASON_TOTAL,,2025,1,PUL,,,2.0,4.0,42.0,1.0,9.0,-5.0,23.0,12.0
PUL_2026_SEASON_TOTAL,,2026,1,PUL,,,,,15.0,1.0,2.0,-3.0,7.0,4.0
