game_id,date,season,week,league,away,home,assists,blocks,callahans,catches,completions,drops,goals,hockeyAssists,hucksCompleted,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-04-29-MAD-PIT,2023-04-29,2023,1,,MAD,PIT,2.0,1.0,,8.0,8.0,,,1.0,,8.0,,50.0,81.0
2023-05-20-MAD-IND,2023-05-20,2023,4,,MAD,IND,1.0,1.0,,9.0,11.0,1.0,1.0,,,12.0,1.0,-10.0,83.0
2023-05-27-CHI-MAD,2023-05-27,2023,5,,CHI,MAD,1.0,,,23.0,26.0,,1.0,3.0,1.0,26.0,,121.0,184.0
2023-06-04-PIT-MAD,2023-06-04,2023,6,,PIT,MAD,1.0,1.0,,12.0,12.0,,2.0,1.0,,13.0,1.0,95.0,131.0
2023-06-10-MAD-MIN,2023-06-10,2023,7,,MAD,MIN,1.0,,,11.0,14.0,,,2.0,,15.0,1.0,26.0,112.0
2023-06-23-IND-MAD,2023-06-23,2023,9,,IND,MAD,2.0,,,10.0,11.0,,1.0,1.0,1.0,12.0,1.0,45.0,92.0
2023-07-01-MAD-IND,2023-07-01,2023,10,,MAD,IND,1.0,,,14.0,17.0,,1.0,2.0,1.0,17.0,,64.0,195.0
2023-07-07-MIN-MAD,2023-07-07,2023,11,,MIN,MAD,4.0,,,14.0,16.0,,3.0,1.0,1.0,17.0,,8.0,181.0
2023-07-08-MAD-DET,2023-07-08,2023,11,,MAD,DET,,2.0,1.0,,,,,,,,1.0,,
2023-07-21-MAD-CHI,2023-07-21,2023,13,,MAD,CHI,3.0,,,13.0,15.0,,,2.0,,16.0,1.0,37.0,145.0
2023-07-22-DET-MAD,2023-07-22,2023,13,,DET,MAD,,0.0,,,,,,,,,,,
