game_id,date,season,week,league,away,home,recv_gp,recv_rec,recv_td,recv_yds,rush_att,rush_gp,rush_td,rush_yds
FOOTBALL_CFL_2021_SEASON_TOTAL,,2021,1,CFL,,,8.0,3.0,,29.0,9.0,8.0,,41.0
FOOTBALL_CFL_2022_SEASON_TOTAL,,2022,1,CFL,,,12.0,43.0,1.0,366.0,126.0,12.0,3.0,666.0
