game_id,date,season,week,league,away,home,3pt_other,lost_fumbles,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
SYNTHETIC_USFL_2022_W2_PHI,,2022,2,USFL,,,1.0,,0.0,16.0,2.0,0.0,33.0
SYNTHETIC_USFL_2022_W3_PHI,,2022,3,USFL,,,,,0.0,52.0,8.0,0.0,17.0
SYNTHETIC_USFL_2022_W4_PHI,,2022,4,USFL,,,,1.0,0.0,9.0,3.0,0.0,62.0
SYNTHETIC_USFL_2022_W5_PHI,,2022,5,USFL,,,,,0.0,43.0,5.0,1.0,52.0
SYNTHETIC_USFL_2022_W9_PHI,,2022,9,USFL,,,,,0.0,0.0,0.0,1.0,5.0
