game_id,date,season,week,league,away,home,assists,blk,cto,games_played,goals,lb,penalty_minutes,pim,points,pp_assists,pp_goals,sh_goals,sog,to
NLL_2019_SEASON_TOTAL,,2019,1,NLL,,,2.0,,,5.0,4.0,,9.0,,6.0,,,,,
NLL_2021_SEASON_TOTAL,,2021,1,NLL,,,12.0,,,12.0,12.0,,4.0,,24.0,,,,,
NLL_2022_SEASON_TOTAL,,2022,1,NLL,,,21.0,,,18.0,22.0,,2.0,,43.0,4.0,5.0,1.0,,
NLL_2023_SEASON_TOTAL,,2023,1,NLL,,,19.0,,,18.0,27.0,,7.0,,46.0,2.0,2.0,,,
703347730,2025-12-06,2025,1,NLL,CALGARY,SASKATCHEWAN,4.0,4.0,4.0,,3.0,4.0,,4.0,,,,,4.0,4.0
