game_id,date,season,week,league,away,home,fg_attempts,field_goal_long,field_goals_made,kicking_points,kickoff_avg,kickoff_out_of_bounds,kickoff_touchbacks,kickoff_yards,kickoffs,xp_attempts,xp_made
FOOTBALL_IFL_2026_6_27_TTULSAOILERSG2026062789TG@TIOWABARNSTORMERS,2026-06-27,2026,16,IFL,Tulsa Oilers,Iowa Barnstormers,4.0,19.0,2.0,12.0,42.1,0.0,2.0,295.0,7.0,6.0,6.0
FOOTBALL_IFL_2026_7_11_TGREENBAYBLIZZARDG20260711PZT2@TIOWABARNSTORMERS,2026-07-11,2026,18,IFL,Green Bay Blizzard,Iowa Barnstormers,1.0,0.0,0.0,1.0,50.0,0.0,2.0,200.0,4.0,2.0,1.0
FOOTBALL_IFL_2026_7_18_TIOWABARNSTORMERSG202607188NRO@TJACKSONVILLESHARKS,2026-07-18,2026,19,IFL,Iowa Barnstormers,Jacksonville Sharks,1.0,0.0,0.0,1.0,30.0,0.0,0.0,60.0,2.0,1.0,1.0
FOOTBALL_IFL_2026_7_24_TSANANTONIOGUNSLINGERSG20260724MW4T@TIOWABARNSTORMERS,2026-07-24,2026,20,IFL,San Antonio Gunslingers,Iowa Barnstormers,3.0,0.0,0.0,2.0,49.0,0.0,1.0,245.0,5.0,4.0,2.0
