game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,throwAttempts,throwaways,yardsReceived,yardsThrown
SYNTHETIC_AUDL_2022_W1_EMPIRE,,2022,1,AUDL,,,2.0,3.0,,,0.0,0.0,,,,0.0,32.0,227.0
SYNTHETIC_AUDL_2022_W2_EMPIRE,,2022,2,AUDL,,,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
SYNTHETIC_AUDL_2022_W3_EMPIRE,,2022,3,AUDL,,,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2022-06-18-OTT-NY,2022-06-18,2022,4,,OTT,NY,0.0,0.0,,,0.0,0.0,,,,0.0,-1.0,52.0
2022-07-01-MTL-NY,2022-07-01,2022,6,,MTL,NY,4.0,1.0,,,0.0,2.0,,,,1.0,40.0,179.0
2022-07-09-BOS-NY,2022-07-09,2022,7,AUDL,glory,empire,2.0,1.0,,,0.0,0.0,,,,1.0,15.0,119.0
2022-07-22-NY-PHI,2022-07-22,2022,9,AUDL,empire,phoenix,0.0,0.0,,,0.0,0.0,,,,0.0,3.0,10.0
2023-04-29-PHI-NY,2023-04-29,2023,1,AUDL,PHILADELPHIA PHOENIX,NEW YORK EMPIRE,,,16.0,17.0,1.0,1.0,1.0,,18.0,1.0,91.0,95.0
2023-05-05-TOR-NY,2023-05-05,2023,2,AUDL,TORONTO RUSH,NEW YORK EMPIRE,,,9.0,9.0,,,1.0,,10.0,1.0,47.0,35.0
2023-05-13-NY-DC,2023-05-13,2023,3,AUDL,NEW YORK EMPIRE,DC BREEZE,2.0,,27.0,24.0,,3.0,1.0,1.0,25.0,1.0,165.0,206.0
2023-05-20-NY-PHI,2023-05-20,2023,4,AUDL,NEW YORK EMPIRE,PHILADELPHIA PHOENIX,2.0,,24.0,24.0,,1.0,2.0,,24.0,,151.0,137.0
2023-06-02-NY-BOS,2023-06-02,2023,6,AUDL,NEW YORK EMPIRE,BOSTON GLORY,,,12.0,15.0,,1.0,2.0,,16.0,1.0,-5.0,152.0
2023-06-03-NY-MTL,2023-06-03,2023,6,AUDL,NEW YORK EMPIRE,MONTREAL ROYAL,,2.0,,,,,,,,,,
