game_id,date,season,week,league,away,home,assists,blocks,def_rebounds,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,games_played,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
WNBA_202105150SEA,2021-05-15,2021,1,WNBA,LVA,SEA,4.0,1.0,3.0,,2.0,,0.4,15.0,6.0,,,,,,31.016666666666666,,-10.0,12.0,3.0,1.0,1.0
WNBA_202105180SEA,2021-05-18,2021,1,WNBA,LVA,SEA,2.0,,8.0,0.5,2.0,1.0,0.417,12.0,5.0,4.0,1.0,10.0,10.0,,34.916666666666664,2.0,19.0,21.0,10.0,2.0,1.0
WNBA_202105210LVA,2021-05-21,2021,1,WNBA,LAS,LVA,1.0,1.0,2.0,,,,0.625,8.0,5.0,1.0,0.778,9.0,7.0,,30.616666666666667,,22.0,17.0,2.0,1.0,1.0
WNBA_202105230LVA,2021-05-23,2021,1,WNBA,CON,LVA,3.0,,3.0,,1.0,,0.222,9.0,2.0,3.0,,,,,33.416666666666664,,8.0,4.0,3.0,,3.0
WNBA_202105260PHO,2021-05-26,2021,1,WNBA,LVA,PHO,1.0,,5.0,,1.0,,0.667,15.0,10.0,3.0,1.0,7.0,7.0,,35.05,1.0,9.0,27.0,6.0,,4.0
WNBA_202105280LVA,2021-05-28,2021,1,WNBA,IND,LVA,3.0,,3.0,,,,0.429,7.0,3.0,2.0,1.0,4.0,4.0,,31.733333333333334,,28.0,10.0,3.0,2.0,2.0
WNBA_202105300LVA,2021-05-30,2021,1,WNBA,IND,LVA,3.0,1.0,4.0,,1.0,,0.545,11.0,6.0,2.0,,,,,32.53333333333333,1.0,28.0,12.0,5.0,3.0,1.0
WNBA_202106010CON,2021-06-01,2021,1,WNBA,LVA,CON,2.0,,3.0,,,,0.273,11.0,3.0,2.0,,,,,30.416666666666668,1.0,-8.0,6.0,4.0,2.0,2.0
WNBA_202106030NYL,2021-06-03,2021,1,WNBA,LVA,NYL,2.0,,2.0,1.0,1.0,1.0,0.5,12.0,6.0,2.0,0.75,4.0,3.0,,40.0,1.0,12.0,16.0,3.0,1.0,2.0
WNBA_202106050WAS,2021-06-05,2021,1,WNBA,LVA,WAS,3.0,1.0,4.0,1.0,1.0,1.0,0.6,15.0,9.0,2.0,0.75,4.0,3.0,,37.55,,-2.0,22.0,4.0,3.0,
WNBA_202106130LVA,2021-06-13,2021,1,WNBA,DAL,LVA,5.0,,2.0,,1.0,,0.5,4.0,2.0,3.0,0.75,4.0,3.0,,29.716666666666665,,9.0,7.0,2.0,1.0,1.0
WNBA_202106150LVA,2021-06-15,2021,1,WNBA,NYL,LVA,5.0,,3.0,,,,0.455,11.0,5.0,1.0,1.0,1.0,1.0,,28.866666666666667,,28.0,11.0,3.0,3.0,
WNBA_202106170LVA,2021-06-17,2021,1,WNBA,NYL,LVA,3.0,2.0,5.0,,,,0.5,4.0,2.0,2.0,1.0,2.0,2.0,,24.716666666666665,,27.0,6.0,5.0,1.0,
