game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_runouts,match_played
cricket-t20i-2022-08-17-1328473,2022-08-17,2022,1,T20I,Kuwait,Bahrain,,,,,,,24.0,0.0,0.0,14.0,3.0,0.0,,1.0
cricket-t20i-2023-03-09-1361773,2023-03-09,2023,1,T20I,Hong Kong,Kuwait,1.0,0.0,1.0,11.0,0.0,0.0,24.0,0.0,0.0,38.0,2.0,3.0,,1.0
cricket-t20i-2023-03-11-1361774,2023-03-11,2023,1,T20I,Kuwait,Bahrain,,,,,,,18.0,0.0,1.0,20.0,0.0,1.0,,1.0
cricket-t20i-2023-03-12-1361776,2023-03-12,2023,1,T20I,Bahrain,Kuwait,,,,,,,24.0,0.0,0.0,33.0,2.0,3.0,,1.0
cricket-t20i-2023-09-15-1392802,2023-09-15,2023,1,T20I,Saudi Arabia,Kuwait,,,,,,,18.0,0.0,0.0,21.0,1.0,3.0,,1.0
cricket-t20i-2023-09-16-1392805,2023-09-16,2023,1,T20I,Bahrain,Kuwait,,,,,,,24.0,0.0,0.0,34.0,0.0,2.0,,1.0
cricket-t20i-2023-09-18-1392808,2023-09-18,2023,1,T20I,Qatar,Kuwait,1.0,0.0,1.0,11.0,0.0,0.0,18.0,0.0,0.0,35.0,0.0,1.0,,1.0
cricket-t20i-2023-09-22-1397438,2023-09-22,2023,1,T20I,Oman,Kuwait,3.0,0.0,1.0,11.0,2.0,0.0,24.0,0.0,1.0,38.0,0.0,3.0,,1.0
cricket-t20i-2024-04-12-1426456,2024-04-12,2024,1,T20I,Kuwait,United Arab Emirates,,,,,,,24.0,0.0,0.0,49.0,2.0,0.0,,1.0
cricket-t20i-2024-04-13-1426459,2024-04-13,2024,1,T20I,Cambodia,Kuwait,,,,,,,18.0,0.0,0.0,22.0,1.0,1.0,1.0,1.0
cricket-t20i-2024-04-15-1426468,2024-04-15,2024,1,T20I,Kuwait,Bahrain,,,,,,,18.0,0.0,0.0,30.0,1.0,1.0,,1.0
