game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
SYNTHETIC_UFL_2026_W1_DCDEFENDERS,,2026,1,UFL,,,0.0,2.0,1.0,,
SYNTHETIC_UFL_2026_W2_DCDEFENDERS,,2026,2,UFL,,,1.0,21.0,1.0,,
SYNTHETIC_UFL_2026_W3_DCDEFENDERS,,2026,3,UFL,,,1.0,20.0,1.0,1.0,24.0
SYNTHETIC_UFL_2026_W4_DCDEFENDERS,,2026,4,UFL,,,0.0,2.0,1.0,,
SYNTHETIC_UFL_2026_W5_DCDEFENDERS,,2026,5,UFL,,,1.0,18.0,3.0,,
SYNTHETIC_UFL_2026_W6_DCDEFENDERS,,2026,6,UFL,,,0.0,59.0,3.0,,
