game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
cricket-odi-2008-06-29-325569,2008-06-29,2008,1,ODI,Canada,Bermuda,6.0,0.0,0.0,9.0,2.0,0.0,60.0,3.0,0.0,31.0,3.0,2.0,,1.0
cricket-t20i-2008-08-03-354456,2008-08-03,2008,1,T20I,Bermuda,Scotland,7.0,0.0,1.0,9.0,7.0,0.0,24.0,0.0,2.0,11.0,2.0,1.0,,1.0
cricket-t20i-2019-08-18-1197396,2019-08-18,2019,1,T20I,Bermuda,United States of America,,,,,,,24.0,1.0,0.0,14.0,2.0,2.0,,1.0
cricket-t20i-2019-08-19-1197398,2019-08-19,2019,1,T20I,Bermuda,Canada,4.0,0.0,0.0,9.0,7.0,1.0,12.0,0.0,0.0,22.0,0.0,0.0,,1.0
cricket-t20i-2019-08-21-1197400,2019-08-21,2019,1,T20I,Bermuda,Cayman Islands,,,,,,,24.0,1.0,0.0,15.0,2.0,1.0,,1.0
cricket-t20i-2019-08-22-1197403,2019-08-22,2019,1,T20I,United States of America,Bermuda,,,,,,,24.0,0.0,0.0,38.0,2.0,2.0,,1.0
cricket-t20i-2019-10-20-1199510,2019-10-20,2019,1,T20I,Bermuda,Singapore,,,,,,,21.0,0.0,0.0,26.0,1.0,0.0,,1.0
cricket-t20i-2019-10-21-1199515,2019-10-21,2019,1,T20I,Bermuda,Kenya,12.0,0.0,0.0,11.0,6.0,0.0,18.0,0.0,0.0,17.0,1.0,3.0,,1.0
cricket-t20i-2019-10-24-1199528,2019-10-24,2019,1,T20I,Bermuda,Scotland,,,,,,,24.0,0.0,0.0,31.0,0.0,1.0,1.0,1.0
cricket-t20i-2019-10-26-1199534,2019-10-26,2019,1,T20I,Bermuda,Netherlands,6.0,1.0,1.0,10.0,5.0,0.0,18.0,0.0,0.0,28.0,0.0,1.0,1.0,1.0
