game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,match_played
cricket-t20i-2019-06-19-1188784,2019-06-19,2019,1,T20I,Rwanda,Uganda,4.0,0.0,0.0,6.0,4.0,0.0,12.0,1.0,0.0,1.0,0.0,0.0,1.0
cricket-t20i-2022-06-09-1318373,2022-06-09,2022,1,T20I,Rwanda,Uganda,45.0,2.0,1.0,3.0,34.0,0.0,,,,,,,1.0
cricket-t20i-2022-06-10-1318376,2022-06-10,2022,1,T20I,Uganda,Kenya,5.0,0.0,0.0,3.0,3.0,0.0,,,,,,,1.0
cricket-t20i-2022-06-11-1318381,2022-06-11,2022,1,T20I,Uganda,Tanzania,11.0,1.0,0.0,2.0,6.0,0.0,7.0,0.0,0.0,12.0,0.0,0.0,1.0
cricket-t20i-2022-06-15-1318394,2022-06-15,2022,1,T20I,Uganda,Germany,51.0,8.0,0.0,2.0,72.0,0.0,24.0,0.0,0.0,15.0,0.0,0.0,1.0
cricket-t20i-2022-12-18-1346543,2022-12-18,2022,1,T20I,Kenya,Uganda,5.0,0.0,0.0,1.0,1.0,0.0,,,,,,,1.0
cricket-t20i-2024-03-08-1423465,2024-03-08,2024,1,T20I,Uganda,Zimbabwe,11.0,1.0,0.0,1.0,5.0,0.0,,,,,,,1.0
cricket-t20i-2024-03-10-1423470,2024-03-10,2024,1,T20I,Uganda,Rwanda,45.0,1.0,0.0,1.0,21.0,0.0,,,,,,,1.0
cricket-t20i-2024-03-11-1423471,2024-03-11,2024,1,T20I,South Africa,Uganda,17.0,0.0,0.0,1.0,12.0,0.0,,,,,,,1.0
cricket-t20i-2024-03-13-1423473,2024-03-13,2024,1,T20I,Uganda,Nigeria,12.0,0.0,0.0,1.0,6.0,0.0,,,,,,,1.0
