game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,fielding_catches,fielding_runouts,match_played
cricket-t20i-2022-07-12-1321260,2022-07-12,2022,1,T20I,Romania,Turkey,12.0,0.0,0.0,3.0,3.0,0.0,2.0,,1.0
cricket-t20i-2022-07-15-1321266,2022-07-15,2022,1,T20I,Turkey,Serbia,34.0,1.0,0.0,7.0,20.0,0.0,1.0,,1.0
cricket-t20i-2022-07-16-1321271,2022-07-16,2022,1,T20I,Cyprus,Turkey,14.0,0.0,0.0,7.0,8.0,0.0,1.0,,1.0
cricket-t20i-2022-07-18-1321276,2022-07-18,2022,1,T20I,Isle of Man,Turkey,18.0,0.0,0.0,8.0,9.0,0.0,1.0,1.0,1.0
cricket-t20i-2023-06-23-1381453,2023-06-23,2023,1,T20I,Serbia,Turkey,28.0,2.0,0.0,4.0,38.0,3.0,,1.0,1.0
cricket-t20i-2023-06-24-1381456,2023-06-24,2023,1,T20I,Croatia,Turkey,14.0,2.0,1.0,4.0,32.0,3.0,,,1.0
cricket-t20i-2023-06-24-1381458,2023-06-24,2023,1,T20I,Turkey,Bulgaria,8.0,2.0,0.0,4.0,8.0,0.0,,,1.0
cricket-t20i-2024-06-10-1436476,2024-06-10,2024,1,T20I,Isle of Man,Turkey,2.0,0.0,0.0,6.0,1.0,0.0,,1.0,1.0
cricket-t20i-2024-06-12-1436481,2024-06-12,2024,1,T20I,Luxembourg,Turkey,13.0,0.0,0.0,9.0,6.0,0.0,,,1.0
cricket-t20i-2024-06-13-1436486,2024-06-13,2024,1,T20I,Turkey,Italy,8.0,0.0,0.0,4.0,5.0,0.0,,,1.0
cricket-t20i-2024-06-15-1436489,2024-06-15,2024,1,T20I,France,Turkey,26.0,5.0,0.0,3.0,28.0,0.0,,,1.0
