game_id,date,season,week,league,away,home,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
cricket-bbl-2012-01-18-524940,2012-01-18,2012,1,BBL,Hobart Hurricanes,Melbourne Renegades,24.0,0.0,0.0,23.0,0.0,1.0,,1.0
cricket-bbl-2013-12-20-654031,2013-12-20,2013,1,BBL,Melbourne Stars,Melbourne Renegades,21.0,0.0,0.0,37.0,0.0,1.0,1.0,1.0
