game_id,date,season,week,league,away,home,assists,def_rebounds,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
WNBA_202109040IND,2021-09-04,2021,1,WNBA,PHO,IND,,,0.5,2.0,1.0,0.333,3.0,1.0,,,,,8.366666666666667,,-5.0,3.0,,,1.0
WNBA_202109060IND,2021-09-06,2021,1,WNBA,PHO,IND,1.0,,,,,,,,,,,,4.283333333333333,,-5.0,,,,
WNBA_202109080ATL,2021-09-08,2021,1,WNBA,PHO,ATL,,,1.0,1.0,1.0,0.8,5.0,4.0,,,,,9.716666666666667,,-6.0,9.0,,1.0,3.0
WNBA_202109110PHO,2021-09-11,2021,1,WNBA,CON,PHO,1.0,1.0,,1.0,,,1.0,,1.0,,,,7.316666666666666,,-9.0,,1.0,,
WNBA_202109170SEA,2021-09-17,2021,1,WNBA,PHO,SEA,,,,,,,,,,,,,2.3166666666666664,,,,,,
WNBA_202109190PHO,2021-09-19,2021,1,WNBA,LVA,PHO,3.0,1.0,0.667,3.0,2.0,0.571,7.0,4.0,,,,,19.033333333333335,2.0,2.0,10.0,3.0,,1.0
WNBA_202109230PHO,2021-09-23,2021,1,WNBA,NYL,PHO,,,,1.0,,,1.0,,1.0,,,,2.783333333333333,,-4.0,,,,
WNBA_202109280LVA,2021-09-28,2021,1,WNBA,PHO,LVA,,,,,,,,,,,,,1.9166666666666665,,-2.0,,,,
WNBA_202109300LVA,2021-09-30,2021,1,WNBA,PHO,LVA,1.0,3.0,,1.0,,0.333,3.0,1.0,,,,,5.616666666666667,,4.0,2.0,3.0,,1.0
WNBA_202110030PHO,2021-10-03,2021,1,WNBA,LVA,PHO,1.0,1.0,,,,,,,,,,,2.9,,2.0,,1.0,,1.0
WNBA_202110060PHO,2021-10-06,2021,1,WNBA,LVA,PHO,3.0,2.0,1.0,1.0,1.0,0.75,4.0,3.0,1.0,,,,20.533333333333335,,4.0,7.0,2.0,1.0,
WNBA_202110080LVA,2021-10-08,2021,1,WNBA,PHO,LVA,3.0,2.0,,2.0,,,4.0,,2.0,1.0,2.0,2.0,13.4,,-7.0,2.0,2.0,,
WNBA_202110100PHO,2021-10-10,2021,1,WNBA,CHI,PHO,2.0,2.0,0.333,3.0,1.0,0.125,8.0,1.0,1.0,1.0,2.0,2.0,21.016666666666666,,-8.0,5.0,2.0,,1.0
WNBA_202110130PHO,2021-10-13,2021,1,WNBA,CHI,PHO,,1.0,,,,,1.0,,,,,,2.716666666666667,,-3.0,,1.0,,
WNBA_202110150CHI,2021-10-15,2021,1,WNBA,PHO,CHI,2.0,2.0,0.5,2.0,1.0,0.667,3.0,2.0,4.0,,,,18.9,,-23.0,5.0,2.0,,3.0
WNBA_202110170CHI,2021-10-17,2021,1,WNBA,PHO,CHI,1.0,1.0,,1.0,,0.5,2.0,1.0,1.0,1.0,2.0,2.0,6.416666666666667,,14.0,4.0,1.0,,1.0
WNBA_202206010NYL,2022-06-01,2022,1,WNBA,IND,NYL,2.0,1.0,1.0,2.0,2.0,0.571,7.0,4.0,,,,,15.033333333333333,1.0,-6.0,10.0,2.0,1.0,
WNBA_202206050ATL,2022-06-05,2022,1,WNBA,IND,ATL,1.0,,,,,,,,,,,,3.8,,-4.0,,,,2.0
WNBA_202206080CON,2022-06-08,2022,1,WNBA,IND,CON,2.0,1.0,,1.0,,0.4,5.0,2.0,,,,,11.416666666666666,,-8.0,4.0,1.0,,2.0
WNBA_202206100IND,2022-06-10,2022,1,WNBA,NYL,IND,,,,,,,2.0,,1.0,0.75,4.0,3.0,9.1,,6.0,3.0,,,
WNBA_202206120MIN,2022-06-12,2022,1,WNBA,IND,MIN,,,,1.0,,,1.0,,1.0,,,,2.45,,3.0,,,,
WNBA_202206230DAL,2022-06-23,2022,1,WNBA,IND,DAL,,,0.5,2.0,1.0,0.667,3.0,2.0,,,,,6.3,,-7.0,5.0,,,1.0
WNBA_202206290PHO,2022-06-29,2022,1,WNBA,IND,PHO,1.0,1.0,,,,,,,1.0,0.5,2.0,1.0,6.283333333333333,,-4.0,1.0,1.0,,1.0
WNBA_202207010SEA,2022-07-01,2022,1,WNBA,IND,SEA,2.0,1.0,,1.0,,,1.0,,1.0,,,,9.883333333333333,,10.0,,1.0,,
WNBA_202207050IND,2022-07-05,2022,1,WNBA,SEA,IND,1.0,3.0,,2.0,,0.167,6.0,1.0,1.0,,,,17.583333333333332,,-7.0,2.0,3.0,,3.0
WNBA_202207070IND,2022-07-07,2022,1,WNBA,CHI,IND,1.0,2.0,,,,,1.0,,,,,,4.983333333333333,,-1.0,,2.0,,
WNBA_202207190CON,2022-07-19,2022,1,WNBA,NYL,CON,2.0,1.0,,,,,2.0,,,,,,12.116666666666667,,4.0,,1.0,1.0,1.0
WNBA_202207220MIN,2022-07-22,2022,1,WNBA,CON,MIN,2.0,,0.5,6.0,3.0,0.571,7.0,4.0,2.0,,,,18.633333333333333,,-6.0,11.0,,2.0,
WNBA_202207240MIN,2022-07-24,2022,1,WNBA,CON,MIN,,1.0,0.5,2.0,1.0,0.5,2.0,1.0,,,,,5.566666666666666,,3.0,3.0,1.0,,
WNBA_202505180CON,2025-05-18,2025,1,WNBA,WAS,CON,3.0,2.0,1.0,2.0,2.0,0.75,4.0,3.0,2.0,1.0,3.0,3.0,19.1,2.0,-10.0,11.0,4.0,2.0,3.0
