game_id,date,season,week,league,away,home,assists,def_rebounds,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
WNBA_202505200CON,2025-05-20,2025,1,WNBA,LVA,CON,5.0,2.0,0.25,4.0,1.0,0.25,8.0,2.0,2.0,1.0,2.0,2.0,19.616666666666667,,-6.0,7.0,2.0,1.0,2.0
WNBA_202505230MIN,2025-05-23,2025,1,WNBA,CON,MIN,4.0,,0.333,3.0,1.0,0.167,6.0,1.0,3.0,1.0,2.0,2.0,23.65,,-3.0,5.0,,,4.0
WNBA_202505250ATL,2025-05-25,2025,1,WNBA,CON,ATL,1.0,,0.333,3.0,1.0,0.222,9.0,2.0,,1.0,2.0,2.0,19.2,,-10.0,7.0,,2.0,
WNBA_202505270CON,2025-05-27,2025,1,WNBA,DAL,CON,2.0,1.0,0.4,5.0,2.0,0.571,7.0,4.0,4.0,0.4,5.0,2.0,19.033333333333335,,-24.0,12.0,1.0,1.0,1.0
WNBA_202505300IND,2025-05-30,2025,1,WNBA,CON,IND,3.0,3.0,0.5,4.0,2.0,0.4,5.0,2.0,3.0,,,,23.933333333333334,,-11.0,6.0,3.0,2.0,
WNBA_202506010NYL,2025-06-01,2025,1,WNBA,CON,NYL,,,0.5,2.0,1.0,0.333,6.0,2.0,2.0,,,,16.516666666666666,,-33.0,5.0,,,3.0
WNBA_202506060CON,2025-06-06,2025,1,WNBA,ATL,CON,6.0,4.0,,2.0,,0.455,11.0,5.0,2.0,1.0,1.0,1.0,26.333333333333332,,15.0,11.0,4.0,,2.0
WNBA_202506080WAS,2025-06-08,2025,1,WNBA,CON,WAS,3.0,1.0,,5.0,,0.25,8.0,2.0,5.0,1.0,2.0,2.0,23.616666666666667,,-23.0,6.0,1.0,,3.0
WNBA_202506150CON,2025-06-15,2025,1,WNBA,CHI,CON,5.0,2.0,,3.0,,0.3,10.0,3.0,4.0,,,,30.033333333333335,1.0,-1.0,6.0,3.0,2.0,1.0
WNBA_202506170IND,2025-06-17,2025,1,WNBA,CON,IND,1.0,,,2.0,,0.167,6.0,1.0,2.0,,,,13.516666666666667,,-16.0,2.0,,,1.0
WNBA_202506180CON,2025-06-18,2025,1,WNBA,PHO,CON,2.0,,0.5,4.0,2.0,0.333,6.0,2.0,4.0,0.75,4.0,3.0,18.866666666666667,1.0,-5.0,9.0,1.0,,
WNBA_202506200CON,2025-06-20,2025,1,WNBA,DAL,CON,2.0,2.0,0.333,3.0,1.0,0.167,6.0,1.0,,1.0,4.0,4.0,17.466666666666665,,5.0,7.0,2.0,2.0,3.0
WNBA_202506220GSV,2025-06-22,2025,1,WNBA,CON,GSV,3.0,3.0,0.333,6.0,2.0,0.25,8.0,2.0,1.0,1.0,1.0,1.0,20.183333333333334,,-4.0,7.0,3.0,1.0,2.0
WNBA_202506250LVA,2025-06-25,2025,1,WNBA,CON,LVA,2.0,1.0,,2.0,,0.2,10.0,2.0,3.0,1.0,2.0,2.0,25.016666666666666,,-30.0,6.0,1.0,,
WNBA_202506270SEA,2025-06-27,2025,1,WNBA,CON,SEA,6.0,4.0,0.5,6.0,3.0,0.538,13.0,7.0,2.0,0.5,4.0,2.0,30.766666666666666,,-15.0,19.0,4.0,1.0,2.0
WNBA_202506290MIN,2025-06-29,2025,1,WNBA,CON,MIN,2.0,3.0,0.167,6.0,1.0,0.125,8.0,1.0,4.0,,,,20.633333333333333,,-31.0,3.0,3.0,1.0,3.0
WNBA_202507060CON,2025-07-06,2025,1,WNBA,LVA,CON,2.0,,0.25,4.0,1.0,0.25,8.0,2.0,2.0,0.667,3.0,2.0,20.466666666666665,,-14.0,7.0,,2.0,2.0
WNBA_202507090CON,2025-07-09,2025,1,WNBA,SEA,CON,5.0,2.0,0.6,5.0,3.0,0.5,8.0,4.0,3.0,1.0,4.0,4.0,23.683333333333334,1.0,-4.0,15.0,3.0,1.0,1.0
WNBA_202507110SEA,2025-07-11,2025,1,WNBA,CON,SEA,2.0,5.0,0.5,2.0,1.0,0.5,4.0,2.0,5.0,1.0,2.0,2.0,29.866666666666667,,-6.0,7.0,5.0,,4.0
WNBA_202507130LAS,2025-07-13,2025,1,WNBA,CON,LAS,6.0,1.0,0.364,11.0,4.0,0.412,17.0,7.0,1.0,0.875,8.0,7.0,32.56666666666667,,-11.0,25.0,1.0,1.0,1.0
WNBA_202507150CON,2025-07-15,2025,1,WNBA,IND,CON,2.0,3.0,0.429,7.0,3.0,0.375,8.0,3.0,5.0,1.0,2.0,2.0,29.316666666666666,1.0,-14.0,11.0,4.0,,2.0
WNBA_202507240CON,2025-07-24,2025,1,WNBA,LAS,CON,2.0,3.0,0.667,3.0,2.0,0.556,9.0,5.0,1.0,1.0,4.0,4.0,18.016666666666666,,-6.0,16.0,3.0,1.0,2.0
WNBA_202507270CON,2025-07-27,2025,1,WNBA,GSV,CON,3.0,,0.5,8.0,4.0,0.5,8.0,4.0,1.0,0.75,4.0,3.0,21.2,,13.0,15.0,,1.0,3.0
WNBA_202507280CON,2025-07-28,2025,1,WNBA,SEA,CON,4.0,1.0,0.5,4.0,2.0,0.333,12.0,4.0,2.0,0.875,8.0,7.0,30.116666666666667,,1.0,17.0,1.0,,1.0
WNBA_202508010CON,2025-08-01,2025,1,WNBA,NYL,CON,2.0,4.0,0.333,3.0,1.0,0.2,5.0,1.0,3.0,0.333,3.0,1.0,20.466666666666665,,-2.0,4.0,4.0,1.0,1.0
WNBA_202508030CON,2025-08-03,2025,1,WNBA,NYL,CON,4.0,3.0,0.4,5.0,2.0,0.4,10.0,4.0,2.0,0.5,4.0,2.0,22.066666666666666,,2.0,12.0,3.0,2.0,2.0
WNBA_202508050PHO,2025-08-05,2025,1,WNBA,CON,PHO,4.0,1.0,0.333,3.0,1.0,0.375,8.0,3.0,2.0,,,,21.35,,-21.0,7.0,1.0,,1.0
WNBA_202508070LAS,2025-08-07,2025,1,WNBA,CON,LAS,3.0,,0.5,8.0,4.0,0.462,13.0,6.0,4.0,,,,26.333333333333332,1.0,,16.0,1.0,,2.0
WNBA_202508100LVA,2025-08-10,2025,1,WNBA,CON,LVA,4.0,3.0,1.0,3.0,3.0,0.5,6.0,3.0,3.0,,,,28.95,,-16.0,9.0,3.0,,1.0
WNBA_202508110GSV,2025-08-11,2025,1,WNBA,CON,GSV,4.0,,0.2,5.0,1.0,0.111,9.0,1.0,3.0,,,,19.883333333333333,1.0,-18.0,3.0,1.0,1.0,2.0
WNBA_202508130CON,2025-08-13,2025,1,WNBA,CHI,CON,2.0,2.0,,1.0,,,3.0,,,,2.0,,9.816666666666666,,4.0,,2.0,,1.0
WNBA_202508170CON,2025-08-17,2025,1,WNBA,IND,CON,,2.0,,1.0,,0.4,5.0,2.0,5.0,,,,23.05,,7.0,4.0,2.0,,4.0
WNBA_202508190WAS,2025-08-19,2025,1,WNBA,CON,WAS,1.0,,,2.0,,0.333,3.0,1.0,1.0,0.5,2.0,1.0,14.233333333333333,,-3.0,3.0,,1.0,
WNBA_202508210CON,2025-08-21,2025,1,WNBA,WAS,CON,3.0,,,2.0,,0.167,6.0,1.0,2.0,0.5,2.0,1.0,17.483333333333334,,12.0,3.0,,1.0,2.0
WNBA_202508230CHI,2025-08-23,2025,1,WNBA,CON,CHI,4.0,1.0,1.0,3.0,3.0,0.889,9.0,8.0,4.0,0.667,6.0,4.0,32.38333333333333,1.0,9.0,23.0,2.0,,3.0
WNBA_202508250NYL,2025-08-25,2025,1,WNBA,CON,NYL,4.0,3.0,,3.0,,0.167,6.0,1.0,2.0,0.5,2.0,1.0,32.916666666666664,1.0,3.0,3.0,4.0,1.0,2.0
WNBA_202508270DAL,2025-08-27,2025,1,WNBA,CON,DAL,6.0,2.0,,2.0,,0.4,5.0,2.0,1.0,1.0,4.0,4.0,25.8,1.0,3.0,8.0,3.0,1.0,2.0
