game_id,date,season,week,league,away,home,assists,blocks,def_rebounds,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
WNBA_202105150SEA,2021-05-15,2021,1,WNBA,LVA,SEA,4.0,1.0,5.0,,3.0,,0.167,6.0,1.0,3.0,,,,23.3,,6.0,2.0,5.0,1.0,
WNBA_202105180SEA,2021-05-18,2021,1,WNBA,LVA,SEA,3.0,,,0.5,4.0,2.0,0.571,7.0,4.0,2.0,,,,25.633333333333333,,2.0,10.0,,,3.0
WNBA_202105210LVA,2021-05-21,2021,1,WNBA,LAS,LVA,2.0,2.0,3.0,0.25,4.0,1.0,0.286,7.0,2.0,1.0,1.0,2.0,2.0,23.566666666666666,,7.0,7.0,3.0,1.0,
WNBA_202105230LVA,2021-05-23,2021,1,WNBA,CON,LVA,2.0,1.0,,0.5,6.0,3.0,0.375,8.0,3.0,1.0,,,,24.116666666666667,,-10.0,9.0,,,
WNBA_202105260PHO,2021-05-26,2021,1,WNBA,LVA,PHO,2.0,,2.0,0.25,8.0,2.0,0.222,9.0,2.0,1.0,1.0,3.0,3.0,30.483333333333334,,12.0,9.0,2.0,3.0,
WNBA_202105280LVA,2021-05-28,2021,1,WNBA,IND,LVA,2.0,,6.0,0.5,8.0,4.0,0.455,11.0,5.0,3.0,0.8,5.0,4.0,38.53333333333333,,36.0,18.0,6.0,2.0,
WNBA_202105300LVA,2021-05-30,2021,1,WNBA,IND,LVA,1.0,,2.0,0.8,5.0,4.0,0.545,11.0,6.0,2.0,,,,31.933333333333334,,13.0,16.0,2.0,2.0,
WNBA_202106010CON,2021-06-01,2021,1,WNBA,LVA,CON,3.0,,2.0,,2.0,,,2.0,,1.0,,,,27.733333333333334,,-10.0,,2.0,1.0,
WNBA_202106030NYL,2021-06-03,2021,1,WNBA,LVA,NYL,1.0,,1.0,0.333,6.0,2.0,0.25,8.0,2.0,,1.0,2.0,2.0,24.7,,6.0,8.0,1.0,,
WNBA_202106050WAS,2021-06-05,2021,1,WNBA,LVA,WAS,1.0,,4.0,0.667,6.0,4.0,0.5,10.0,5.0,2.0,0.75,8.0,6.0,30.3,,12.0,20.0,4.0,2.0,2.0
WNBA_202106130LVA,2021-06-13,2021,1,WNBA,DAL,LVA,2.0,,5.0,0.167,6.0,1.0,0.444,9.0,4.0,3.0,,,,31.866666666666667,,3.0,9.0,5.0,1.0,
WNBA_202106150LVA,2021-06-15,2021,1,WNBA,NYL,LVA,1.0,,3.0,,3.0,,0.25,4.0,1.0,3.0,1.0,2.0,2.0,12.516666666666667,,,4.0,3.0,,1.0
WNBA_202106170LVA,2021-06-17,2021,1,WNBA,NYL,LVA,,,,0.375,8.0,3.0,0.444,9.0,4.0,2.0,,,,20.016666666666666,,9.0,11.0,,,1.0
WNBA_202106250MIN,2021-06-25,2021,1,WNBA,LVA,MIN,1.0,,2.0,0.333,3.0,1.0,0.25,4.0,1.0,,,,,19.2,,-4.0,3.0,2.0,,
WNBA_202106270LVA,2021-06-27,2021,1,WNBA,SEA,LVA,,,2.0,0.667,6.0,4.0,0.667,6.0,4.0,2.0,,,,25.066666666666666,,1.0,12.0,2.0,1.0,2.0
WNBA_202106300LAS,2021-06-30,2021,1,WNBA,LVA,LAS,2.0,,7.0,0.4,10.0,4.0,0.455,11.0,5.0,1.0,,,,22.833333333333332,1.0,13.0,14.0,8.0,1.0,
WNBA_202107020LAS,2021-07-02,2021,1,WNBA,LVA,LAS,1.0,,,0.25,4.0,1.0,0.25,4.0,1.0,1.0,,,,29.85,1.0,7.0,3.0,1.0,2.0,2.0
WNBA_202107040LVA,2021-07-04,2021,1,WNBA,ATL,LVA,3.0,,2.0,0.5,6.0,3.0,0.625,8.0,5.0,,,,,25.8,,9.0,13.0,2.0,1.0,1.0
WNBA_202107070LVA,2021-07-07,2021,1,WNBA,PHO,LVA,,1.0,2.0,,1.0,,0.333,3.0,1.0,,,,,21.0,,-7.0,2.0,2.0,,
WNBA_202107090LVA,2021-07-09,2021,1,WNBA,MIN,LVA,,1.0,,0.5,2.0,1.0,0.429,7.0,3.0,,1.0,2.0,2.0,21.966666666666665,,-15.0,9.0,,,
WNBA_202107110DAL,2021-07-11,2021,1,WNBA,LVA,DAL,2.0,2.0,,,1.0,,0.429,7.0,3.0,2.0,1.0,3.0,3.0,26.4,,5.0,9.0,,,2.0
WNBA_202108150LVA,2021-08-15,2021,1,WNBA,WAS,LVA,,,2.0,0.25,4.0,1.0,0.429,7.0,3.0,2.0,1.0,2.0,2.0,22.683333333333334,1.0,-3.0,9.0,3.0,,3.0
WNBA_202108170LVA,2021-08-17,2021,1,WNBA,WAS,LVA,1.0,,5.0,0.667,3.0,2.0,0.5,6.0,3.0,3.0,1.0,2.0,2.0,26.25,,11.0,10.0,5.0,,
WNBA_202108240CON,2021-08-24,2021,1,WNBA,LVA,CON,1.0,,6.0,0.25,4.0,1.0,0.286,7.0,2.0,1.0,1.0,2.0,2.0,20.85,,-5.0,7.0,6.0,,
WNBA_202108260ATL,2021-08-26,2021,1,WNBA,LVA,ATL,1.0,,3.0,0.333,6.0,2.0,0.25,8.0,2.0,2.0,,,,35.766666666666666,,7.0,6.0,3.0,,1.0
WNBA_202108280IND,2021-08-28,2021,1,WNBA,LVA,IND,2.0,,2.0,0.667,3.0,2.0,0.6,10.0,6.0,,1.0,1.0,1.0,26.816666666666666,1.0,7.0,15.0,3.0,,
WNBA_202109020LVA,2021-09-02,2021,1,WNBA,CHI,LVA,3.0,,4.0,0.75,4.0,3.0,0.533,15.0,8.0,2.0,1.0,2.0,2.0,35.86666666666667,,7.0,21.0,4.0,1.0,1.0
WNBA_202109050CHI,2021-09-05,2021,1,WNBA,LVA,CHI,2.0,,1.0,0.25,4.0,1.0,0.455,11.0,5.0,3.0,0.75,4.0,3.0,24.05,,-1.0,14.0,1.0,2.0,
WNBA_202109080LVA,2021-09-08,2021,1,WNBA,MIN,LVA,3.0,1.0,4.0,0.75,4.0,3.0,0.545,11.0,6.0,,1.0,1.0,1.0,28.433333333333334,,9.0,16.0,4.0,1.0,1.0
WNBA_202109130LVA,2021-09-13,2021,1,WNBA,DAL,LVA,2.0,1.0,,0.286,7.0,2.0,0.417,12.0,5.0,2.0,1.0,4.0,4.0,30.066666666666666,1.0,8.0,16.0,1.0,1.0,
WNBA_202109170CHI,2021-09-17,2021,1,WNBA,LVA,CHI,3.0,1.0,1.0,0.5,6.0,3.0,0.667,12.0,8.0,1.0,1.0,3.0,3.0,22.733333333333334,1.0,14.0,22.0,2.0,1.0,
WNBA_202109190PHO,2021-09-19,2021,1,WNBA,LVA,PHO,,,1.0,0.75,4.0,3.0,0.571,7.0,4.0,1.0,1.0,2.0,2.0,22.266666666666666,,2.0,13.0,1.0,1.0,1.0
WNBA_202109280LVA,2021-09-28,2021,1,WNBA,PHO,LVA,2.0,,4.0,0.444,9.0,4.0,0.571,14.0,8.0,1.0,1.0,6.0,6.0,33.0,,-2.0,26.0,4.0,1.0,1.0
WNBA_202109300LVA,2021-09-30,2021,1,WNBA,PHO,LVA,,1.0,,0.2,5.0,1.0,0.583,12.0,7.0,3.0,1.0,2.0,2.0,23.25,,-7.0,17.0,,2.0,
WNBA_202110030PHO,2021-10-03,2021,1,WNBA,LVA,PHO,1.0,,,0.25,4.0,1.0,0.429,7.0,3.0,1.0,,,,21.35,,-20.0,7.0,,,
WNBA_202110060PHO,2021-10-06,2021,1,WNBA,LVA,PHO,1.0,1.0,,0.5,6.0,3.0,0.7,10.0,7.0,,,,,29.15,,18.0,17.0,,2.0,1.0
WNBA_202110080LVA,2021-10-08,2021,1,WNBA,PHO,LVA,1.0,,4.0,0.2,5.0,1.0,0.333,6.0,2.0,3.0,,,,30.483333333333334,,-7.0,5.0,4.0,1.0,1.0
WNBA_202205130ATL,2022-05-13,2022,1,WNBA,LVA,ATL,1.0,,1.0,0.444,9.0,4.0,0.444,9.0,4.0,2.0,1.0,2.0,2.0,16.216666666666665,,12.0,14.0,1.0,1.0,
WNBA_202205170LVA,2022-05-17,2022,1,WNBA,PHO,LVA,1.0,,3.0,,3.0,,0.25,4.0,1.0,3.0,0.4,5.0,2.0,16.266666666666666,,2.0,4.0,3.0,,
WNBA_202206270LAS,2022-06-27,2022,1,WNBA,LVA,LAS,1.0,,1.0,0.333,3.0,1.0,0.25,4.0,1.0,1.0,,,,12.366666666666667,,-2.0,3.0,1.0,,
WNBA_202206290SEA,2022-06-29,2022,1,WNBA,LVA,SEA,3.0,,1.0,0.25,4.0,1.0,0.4,5.0,2.0,1.0,,,,16.333333333333332,,1.0,5.0,1.0,,1.0
WNBA_202207010MIN,2022-07-01,2022,1,WNBA,LVA,MIN,1.0,1.0,1.0,0.333,3.0,1.0,0.25,4.0,1.0,,,,,14.0,,-10.0,3.0,1.0,,1.0
WNBA_202207030MIN,2022-07-03,2022,1,WNBA,LVA,MIN,1.0,,,0.25,8.0,2.0,0.2,10.0,2.0,2.0,,,,19.383333333333333,,-19.0,6.0,,2.0,
WNBA_202207060LVA,2022-07-06,2022,1,WNBA,NYL,LVA,2.0,,,0.4,5.0,2.0,0.4,5.0,2.0,,0.5,2.0,1.0,22.583333333333332,1.0,10.0,7.0,1.0,,1.0
WNBA_202207120NYL,2022-07-12,2022,1,WNBA,LVA,NYL,2.0,,2.0,0.5,2.0,1.0,0.333,3.0,1.0,6.0,1.0,3.0,3.0,23.55,,6.0,6.0,2.0,,
WNBA_202207140NYL,2022-07-14,2022,1,WNBA,LVA,NYL,,,2.0,0.5,6.0,3.0,0.625,8.0,5.0,4.0,,,,17.683333333333334,1.0,10.0,13.0,3.0,1.0,1.0
WNBA_202207170CON,2022-07-17,2022,1,WNBA,LVA,CON,2.0,,2.0,0.5,6.0,3.0,0.5,8.0,4.0,1.0,,,,22.233333333333334,1.0,1.0,11.0,3.0,1.0,
WNBA_202207190LVA,2022-07-19,2022,1,WNBA,ATL,LVA,,,1.0,0.5,4.0,2.0,0.4,5.0,2.0,3.0,0.667,3.0,2.0,25.85,,-18.0,8.0,1.0,1.0,
WNBA_202207210LVA,2022-07-21,2022,1,WNBA,IND,LVA,3.0,,2.0,0.167,6.0,1.0,0.143,7.0,1.0,,,,,14.083333333333334,,-5.0,3.0,2.0,1.0,
WNBA_202207230LVA,2022-07-23,2022,1,WNBA,LAS,LVA,1.0,1.0,2.0,0.5,4.0,2.0,0.6,5.0,3.0,3.0,,,,18.616666666666667,,13.0,8.0,2.0,1.0,
WNBA_202207290IND,2022-07-29,2022,1,WNBA,LVA,IND,1.0,,2.0,0.429,7.0,3.0,0.333,9.0,3.0,2.0,,,,19.55,1.0,15.0,9.0,3.0,,
WNBA_202207310IND,2022-07-31,2022,1,WNBA,LVA,IND,1.0,,1.0,,2.0,,0.5,4.0,2.0,2.0,1.0,2.0,2.0,17.7,,20.0,6.0,1.0,,
WNBA_202208020WAS,2022-08-02,2022,1,WNBA,LVA,WAS,1.0,,,,3.0,,,3.0,,,,,,14.966666666666667,,3.0,,,,
WNBA_202208040DAL,2022-08-04,2022,1,WNBA,LVA,DAL,1.0,,5.0,,2.0,,,2.0,,,,,,13.65,,-2.0,,5.0,,1.0
WNBA_202208070SEA,2022-08-07,2022,1,WNBA,LVA,SEA,,1.0,4.0,0.4,5.0,2.0,0.4,5.0,2.0,,1.0,2.0,2.0,16.3,,2.0,8.0,4.0,,1.0
WNBA_202208090LVA,2022-08-09,2022,1,WNBA,ATL,LVA,,,1.0,1.0,1.0,1.0,0.5,2.0,1.0,4.0,,,,15.216666666666667,,-3.0,3.0,1.0,,
WNBA_202208110LVA,2022-08-11,2022,1,WNBA,CHI,LVA,1.0,,2.0,0.5,4.0,2.0,0.625,8.0,5.0,,,,,19.366666666666667,1.0,19.0,12.0,3.0,1.0,
WNBA_202208140LVA,2022-08-14,2022,1,WNBA,SEA,LVA,2.0,,4.0,0.5,6.0,3.0,0.375,8.0,3.0,1.0,1.0,2.0,2.0,21.383333333333333,,-3.0,11.0,4.0,,
WNBA_202208170LVA,2022-08-17,2022,1,WNBA,PHO,LVA,1.0,1.0,1.0,,3.0,,0.25,4.0,1.0,,,,,16.3,,-2.0,2.0,1.0,1.0,
WNBA_202208200LVA,2022-08-20,2022,1,WNBA,PHO,LVA,3.0,,5.0,0.429,7.0,3.0,0.444,9.0,4.0,,,,,21.883333333333333,,7.0,11.0,5.0,1.0,
WNBA_202208280LVA,2022-08-28,2022,1,WNBA,SEA,LVA,,,3.0,0.4,5.0,2.0,0.333,6.0,2.0,1.0,,,,16.85,1.0,8.0,6.0,4.0,1.0,1.0
WNBA_202208310LVA,2022-08-31,2022,1,WNBA,SEA,LVA,,1.0,5.0,,3.0,,,6.0,,2.0,1.0,2.0,2.0,25.95,3.0,8.0,2.0,8.0,,1.0
WNBA_202209040SEA,2022-09-04,2022,1,WNBA,LVA,SEA,3.0,,5.0,0.5,8.0,4.0,0.5,10.0,5.0,2.0,,,,27.433333333333334,,8.0,14.0,5.0,,
WNBA_202209060SEA,2022-09-06,2022,1,WNBA,LVA,SEA,3.0,,1.0,0.5,4.0,2.0,0.333,6.0,2.0,,,,,25.483333333333334,,8.0,6.0,1.0,2.0,
WNBA_202209110LVA,2022-09-11,2022,1,WNBA,CON,LVA,,,,0.25,4.0,1.0,0.167,6.0,1.0,1.0,,,,17.716666666666665,,1.0,3.0,,,
WNBA_202209130LVA,2022-09-13,2022,1,WNBA,CON,LVA,,,1.0,0.143,7.0,1.0,0.25,8.0,2.0,,,,,16.566666666666666,,12.0,5.0,1.0,1.0,
WNBA_202209150CON,2022-09-15,2022,1,WNBA,LVA,CON,,,,0.333,3.0,1.0,0.333,3.0,1.0,1.0,,,,11.916666666666666,,-26.0,3.0,,,1.0
WNBA_202209180CON,2022-09-18,2022,1,WNBA,LVA,CON,,,2.0,0.556,9.0,5.0,0.545,11.0,6.0,2.0,,,,22.45,,8.0,17.0,2.0,2.0,1.0
