game_id,date,season,week,league,away,home,assists,blocks,def_rebounds,fg3a,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,plus_minus,points,rebounds,steals,turnovers
WNBA_202108260ATL,2021-08-26,2021,1,WNBA,LVA,ATL,,,,,,1.0,,,,,,0.11666666666666667,,,,,
WNBA_202205080MIN,2022-05-08,2022,1,WNBA,WAS,MIN,2.0,2.0,4.0,1.0,0.2,5.0,1.0,1.0,1.0,4.0,4.0,12.85,-10.0,6.0,4.0,1.0,2.0
WNBA_202205100IND,2022-05-10,2022,1,WNBA,MIN,IND,,,2.0,,0.667,3.0,2.0,2.0,1.0,2.0,2.0,6.866666666666667,-14.0,6.0,2.0,,1.0
