game_id,date,season,week,league,away,home,2_pointer,3_pointer,4_pointer,assist,blockedShot,rebound,steal
2452441,,,1,,,,6.0,4.0,0.0,3.0,0.0,1.0,0.0
2457580,,,2,,,,2.0,2.0,0.0,1.0,1.0,0.0,0.0
2463131,,,3,,,,3.0,0.0,1.0,1.0,0.0,1.0,1.0
2463413,2022-07-08,,4,BIG3,Ghost Ballers,Killer 3s,1.0,1.0,0.0,4.0,0.0,0.0,0.0
2463421,2022-07-17,,5,BIG3,Enemies,Killer 3s,6.0,3.0,0.0,3.0,0.0,2.0,2.0
2559385,2023-06-25,2023,1,BIG3,TRI-STATE,KILLER 3s,1.0,0.0,0.0,1.0,0.0,2.0,0.0
2559389,2023-07-01,2023,2,BIG3,KILLER 3s,3\'s COMPANY,5.0,2.0,0.0,2.0,0.0,6.0,0.0
2559395,2023-07-09,2023,3,BIG3,ALIENS,KILLER 3s,2.0,0.0,0.0,0.0,0.0,1.0,0.0
2559401,2023-07-15,2023,4,BIG3,BIVOUAC,KILLER 3s,4.0,2.0,0.0,1.0,1.0,4.0,0.0
2559410,2023-07-23,2023,5,BIG3,KILLER 3s,ENEMIES,3.0,2.0,0.0,4.0,0.0,2.0,0.0
2559417,2023-07-30,2023,6,BIG3,TRIPLETS,KILLER 3s,3.0,1.0,0.0,0.0,0.0,1.0,1.0
2660095,2024-06-15,2024,1,BIG3,KILLER 3\'s,GHOST BALLERS,2.0,1.0,0.0,4.0,0.0,3.0,3.0
