game_id,date,season,week,league,away,home,completions,fumble_rec_yards,fumbles_forced,fumbles_lost_game,fumbles_opp_rec,fumbles_own_rec,interceptions_lost,pass_attempts,passing_tds,passing_yards,rush_attempts,rushing_tds,rushing_yards
FOOTBALL_AAF_2019_2_9_SD@SA,2019-02-09,2019,1,AAF,SD,SA,5.0,,,,,,1.0,10.0,0.0,68.0,3.0,0.0,20.0
FOOTBALL_AAF_2019_2_17_ATL@SD,2019-02-17,2019,2,AAF,ATL,SD,14.0,0.0,0.0,2.0,2.0,0.0,1.0,30.0,0.0,142.0,6.0,0.0,28.0
FOOTBALL_AAF_2019_2_24_SA@SD,2019-02-24,2019,3,AAF,SA,SD,17.0,,,,,,1.0,25.0,2.0,193.0,3.0,0.0,7.0
FOOTBALL_AAF_2019_3_2_SD@MEM,2019-03-02,2019,4,AAF,SD,MEM,9.0,0.0,1.0,1.0,0.0,0.0,0.0,12.0,1.0,110.0,4.0,0.0,27.0
