game_id,date,season,week,league,away,home,interceptions_made,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks,tackles
SYNTHETIC_CFL_2022_W3_SSK,,2022,3,CFL,,,,0.0,5.0,1.0,,,,
6232,2022-07-16,2022,6,CFL,SSK,TOR,,0.0,40.0,2.0,,,,
6237,2022-07-24,2022,7,CFL,TOR,SSK,,0.0,51.0,1.0,,,,
6239,2022-07-29,2022,8,CFL,BC,SSK,,0.0,32.0,1.0,,,,
6264,2022-09-10,2022,14,CFL,SSK,WPG,,0.0,22.0,2.0,,,,
6287,2022-10-22,2022,20,CFL,CGY,SSK,,0.0,0.0,0.0,,,,
9889286,2023-06-11,2023,1,CFL,SSK,EDM,,0.0,38.0,1.0,,,,
9889288,2023-06-16,2023,2,CFL,WPG,SSK,,3.0,77.0,7.0,,,,
9889293,2023-06-24,2023,3,CFL,SSK,CGY,,0.0,57.0,3.0,,,,
9889298,2023-07-06,2023,5,CFL,EDM,SSK,,0.0,63.0,3.0,,,,
9889305,2023-07-15,2023,6,CFL,CGY,SSK,,0.0,3.0,1.0,,,,
9889308,2023-07-22,2023,7,CFL,SSK,BC,,0.0,36.0,2.0,,,,
9889311,2023-07-29,2023,8,CFL,SSK,TOR,,0.0,91.0,5.0,,,,
9889317,2023-08-06,2023,9,CFL,OTT,SSK,,0.0,61.0,4.0,,,,
9889319,2023-08-11,2023,10,CFL,SSK,MTL,,0.0,31.0,2.0,,,,
9889325,2023-08-20,2023,11,CFL,BC,SSK,,1.0,106.0,5.0,,,,
9889331,2023-09-03,2023,13,CFL,WPG,SSK,,0.0,53.0,4.0,,,,
9889336,2023-09-09,2023,14,CFL,SSK,WPG,,0.0,41.0,3.0,,,,
9889339,2023-09-15,2023,15,CFL,EDM,SSK,0.0,0.0,50.0,5.0,,,0.0,1.0
9889342,2023-09-22,2023,16,CFL,SSK,OTT,0.0,0.0,63.0,3.0,,,0.0,1.0
9889347,2023-09-29,2023,17,CFL,SSK,BC,,0.0,76.0,5.0,,,,
9889352,2023-10-07,2023,18,CFL,HAM,SSK,,0.0,43.0,4.0,,,,
9889355,2023-10-13,2023,19,CFL,SSK,CGY,,0.0,57.0,4.0,,,,
9889359,2023-10-21,2023,20,CFL,TOR,SSK,,1.0,137.0,7.0,,,,
10798142,2024-05-20,2024,1,CFL,WPG,SSK,0.0,0.0,27.0,4.0,,,0.0,1.0
10798145,2024-05-25,2024,2,CFL,SSK,EDM,,0.0,45.0,5.0,,,,
10798027,2024-06-23,2024,3,CFL,HAM,SSK,,1.0,39.0,3.0,,,,
10798032,2024-07-04,2024,5,CFL,TOR,SSK,,1.0,54.0,3.0,,,,
10798038,2024-07-13,2024,6,CFL,SSK,BC,,0.0,161.0,8.0,,,,
10798041,2024-07-19,2024,7,CFL,WPG,SSK,,0.0,53.0,6.0,,,,
10798044,2024-07-25,2024,8,CFL,SSK,MTL,,0.0,63.0,6.0,,,,
10798050,2024-08-03,2024,9,CFL,EDM,SSK,,0.0,41.0,5.0,,,,
10798052,2024-08-08,2024,10,CFL,SSK,OTT,,1.0,56.0,8.0,,,,
10798057,2024-08-16,2024,11,CFL,MTL,SSK,,0.0,25.0,4.0,,,,
10798060,2024-08-22,2024,12,CFL,SSK,TOR,,0.0,66.0,8.0,,,,
10798065,2024-09-01,2024,13,CFL,WPG,SSK,,0.0,63.0,5.0,,,,
10798070,2024-09-07,2024,14,CFL,SSK,WPG,,1.0,66.0,4.0,,,,
10798076,2024-09-20,2024,16,CFL,SSK,CGY,,0.0,22.0,1.0,,,,
10798081,2024-09-28,2024,17,CFL,OTT,SSK,,0.0,63.0,7.0,,,,
10798085,2024-10-05,2024,18,CFL,SSK,EDM,,1.0,126.0,4.0,,,,
10798088,2024-10-12,2024,19,CFL,BC,SSK,,0.0,94.0,6.0,,,,
11824045,2025-06-05,2025,1,CFL,OTT,SSK,,1.0,133.0,8.0,,,,
11824052,2025-06-14,2025,2,CFL,SSK,HAM,,0.0,37.0,4.0,,,,
11824070,2025-07-19,2025,7,CFL,SSK,BC,,0.0,78.0,2.0,,,,
11824073,2025-07-25,2025,8,CFL,EDM,SSK,,1.0,113.0,6.0,,,,
11824110,2025-09-27,2025,17,CFL,SSK,EDM,,0.0,63.0,7.0,0.0,11.0,,
11824111,2025-10-03,2025,18,CFL,SSK,OTT,,0.0,22.0,4.0,,,,
11824114,2025-10-10,2025,19,CFL,TOR,SSK,,0.0,142.0,6.0,,,,
