game_id,date,season,week,league,away,home,assists,blocks,def_rebounds,fg3a,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
WNBA_202505160DAL,2025-05-16,2025,1,WNBA,MIN,DAL,,,,,,,,,,,,2.85,,-6.0,,,,1.0
WNBA_202505180LAS,2025-05-18,2025,1,WNBA,MIN,LAS,,,,,,,,,,,,0.31666666666666665,,,,,,
WNBA_202506030MIN,2025-06-03,2025,1,WNBA,PHO,MIN,,,,,,1.0,,,,,,3.1666666666666665,1.0,-2.0,,1.0,,1.0
WNBA_202506080DAL,2025-06-08,2025,1,WNBA,MIN,DAL,,1.0,,,,2.0,,,,,,0.9666666666666667,,1.0,,,,
WNBA_202506140MIN,2025-06-14,2025,1,WNBA,LAS,MIN,1.0,,,,1.0,1.0,1.0,,0.5,2.0,1.0,3.283333333333333,,3.0,3.0,,,
WNBA_202506210MIN,2025-06-21,2025,1,WNBA,LAS,MIN,,,,,,,,,,,,1.3333333333333333,,-1.0,,,,
WNBA_202506290MIN,2025-06-29,2025,1,WNBA,CON,MIN,,,,,0.333,3.0,1.0,1.0,1.0,4.0,4.0,6.766666666666667,2.0,6.0,6.0,2.0,,
WNBA_202507030MIN,2025-07-03,2025,1,WNBA,WAS,MIN,,,,,0.5,2.0,1.0,,,,,2.6833333333333336,1.0,3.0,2.0,1.0,,
WNBA_202507100LAS,2025-07-10,2025,1,WNBA,MIN,LAS,,1.0,,,,,,,,,,1.35,,-3.0,,,,
WNBA_202507140CHI,2025-07-14,2025,1,WNBA,MIN,CHI,,,,,1.0,1.0,1.0,,,,,0.9166666666666666,,,2.0,,,
WNBA_202507160MIN,2025-07-16,2025,1,WNBA,PHO,MIN,,,,1.0,0.5,2.0,1.0,,,,,1.9,,1.0,2.0,,1.0,1.0
WNBA_202507220MIN,2025-07-22,2025,1,WNBA,CHI,MIN,,,,,,,,1.0,0.5,2.0,1.0,3.35,,2.0,1.0,,,
WNBA_202507250MIN,2025-07-25,2025,1,WNBA,LVA,MIN,,,1.0,,1.0,2.0,2.0,1.0,0.333,3.0,1.0,7.816666666666666,,7.0,5.0,1.0,,
WNBA_202508020LVA,2025-08-02,2025,1,WNBA,MIN,LVA,,,,,0.2,5.0,1.0,2.0,1.0,2.0,2.0,10.183333333333334,2.0,10.0,4.0,2.0,,1.0
WNBA_202508240MIN,2025-08-24,2025,1,WNBA,IND,MIN,,,,,,1.0,,,,,,1.4333333333333333,,-2.0,,,,
WNBA_202508280MIN,2025-08-28,2025,1,WNBA,SEA,MIN,,,,,,1.0,,,,,,1.1333333333333333,,-2.0,,,,
WNBA_202508300CON,2025-08-30,2025,1,WNBA,MIN,CON,,,1.0,,,,,,,,,2.8666666666666667,,1.0,,1.0,,
WNBA_202509010MIN,2025-09-01,2025,1,WNBA,DAL,MIN,2.0,,2.0,,0.5,2.0,1.0,1.0,,,,5.833333333333333,,5.0,2.0,2.0,,1.0
WNBA_202509040LVA,2025-09-04,2025,1,WNBA,MIN,LVA,,,,,1.0,1.0,1.0,,,,,4.7,,3.0,2.0,,,
WNBA_202509090IND,2025-09-09,2025,1,WNBA,MIN,IND,1.0,2.0,,1.0,0.6,5.0,3.0,3.0,,2.0,,11.983333333333333,3.0,9.0,6.0,3.0,,1.0
WNBA_202509110MIN,2025-09-11,2025,1,WNBA,GSV,MIN,1.0,,1.0,,,,,,,,,4.7,1.0,,,2.0,,1.0
WNBA_202509140MIN,2025-09-14,2025,1,WNBA,GSV,MIN,,,,,1.0,3.0,3.0,3.0,,,,4.3,,-5.0,6.0,,,
WNBA_202509230MIN,2025-09-23,2025,1,WNBA,PHO,MIN,,,,,,,,,,,,0.13333333333333333,,,,,,
WNBA_202509280PHO,2025-09-28,2025,1,WNBA,MIN,PHO,1.0,,1.0,,,,,1.0,,,,2.95,,-4.0,,1.0,,
