game_id,date,season,week,league,away,home,assists,blocks,d_points,goals,o_points,plus_minus,touches,turnovers
PUL_2023_SEASON_TOTAL,,2023,1,PUL,,,5.0,9.0,,7.0,,17.0,12.0,4.0
PUL_2024_SEASON_TOTAL,,2024,1,PUL,,,,2.0,41.0,2.0,9.0,-4.0,37.0,8.0
PUL_2025_SEASON_TOTAL,,2025,1,PUL,,,2.0,8.0,45.0,5.0,6.0,9.0,37.0,6.0
