game_id,date,season,week,league,away,home,completions,fumble_rec_yards,fumbles_forced,fumbles_lost_game,fumbles_opp_rec,fumbles_own_rec,interceptions_lost,pass_attempts,passing_tds,passing_yards,rush_attempts,rushing_tds,rushing_yards
FOOTBALL_AAF_2019_2_10_SL@ARI,2019-02-10,2019,1,AAF,SL,ARI,18.0,,,,,,0.0,29.0,4.0,275.0,8.0,0.0,23.0
FOOTBALL_AAF_2019_2_16_ARI@MEM,2019-02-16,2019,2,AAF,ARI,MEM,14.0,,,,,,2.0,22.0,2.0,194.0,7.0,0.0,25.0
FOOTBALL_AAF_2019_2_23_ARI@SL,2019-02-23,2019,3,AAF,ARI,SL,14.0,,,,,,1.0,22.0,1.0,127.0,2.0,0.0,7.0
FOOTBALL_AAF_2019_3_3_ATL@ARI,2019-03-03,2019,4,AAF,ATL,ARI,17.0,0.0,0.0,1.0,0.0,0.0,0.0,31.0,1.0,185.0,3.0,0.0,14.0
FOOTBALL_AAF_2019_3_10_SA@ARI,2019-03-10,2019,5,AAF,SA,ARI,19.0,,,,,,3.0,33.0,2.0,246.0,4.0,0.0,30.0
FOOTBALL_AAF_2019_3_16_ARI@ORL,2019-03-16,2019,6,AAF,ARI,ORL,16.0,,,,,,0.0,27.0,1.0,162.0,2.0,0.0,14.0
FOOTBALL_AAF_2019_3_24_SD@ARI,2019-03-24,2019,7,AAF,SD,ARI,15.0,,,,,,1.0,19.0,2.0,212.0,5.0,1.0,44.0
FOOTBALL_AAF_2019_3_31_ARI@SA,2019-03-31,2019,8,AAF,ARI,SA,17.0,,,,,,0.0,23.0,1.0,216.0,5.0,0.0,3.0
