game_id,date,season,week,league,away,home,assists,blocks,def_rebounds,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
WNBA_202105140MIN,2021-05-14,2021,1,WNBA,PHO,MIN,2.0,,,0.5,2.0,1.0,1.0,,,,6.15,2.0,2.0,2.0,2.0,1.0,1.0
WNBA_202105160CON,2021-05-16,2021,1,WNBA,PHO,CON,,,,,,,,,,,4.016666666666667,,-7.0,,,,
WNBA_202105180WAS,2021-05-18,2021,1,WNBA,PHO,WAS,,,1.0,1.0,1.0,1.0,,,,,1.9166666666666665,,2.0,2.0,1.0,,
WNBA_202105210PHO,2021-05-21,2021,1,WNBA,CON,PHO,1.0,1.0,3.0,,1.0,,1.0,,,,6.766666666666667,1.0,3.0,,4.0,,
WNBA_202106150MIN,2021-06-15,2021,1,WNBA,CHI,MIN,,,1.0,0.667,3.0,2.0,,0.667,3.0,2.0,7.683333333333334,,12.0,6.0,1.0,,
WNBA_202106170DAL,2021-06-17,2021,1,WNBA,MIN,DAL,,,,,,,,,,,0.6166666666666667,,,,,,
WNBA_202106190DAL,2021-06-19,2021,1,WNBA,MIN,DAL,,,,,,,,,,,1.35,,-2.0,,,,
WNBA_202107070SEA,2021-07-07,2021,1,WNBA,LAS,SEA,,,,,,,1.0,,,,2.716666666666667,,-3.0,,,1.0,
WNBA_202107090PHO,2021-07-09,2021,1,WNBA,SEA,PHO,,,1.0,,,,,,,,1.5166666666666666,,-2.0,,1.0,,
WNBA_202108180NYL,2021-08-18,2021,1,WNBA,SEA,NYL,1.0,,1.0,,1.0,,,,,,5.95,1.0,-4.0,,2.0,,1.0
WNBA_202108200NYL,2021-08-20,2021,1,WNBA,SEA,NYL,,,,,1.0,,,,,,2.35,1.0,-6.0,,1.0,,
WNBA_202108290SEA,2021-08-29,2021,1,WNBA,CHI,SEA,,,1.0,,,,,,,,5.0,,-7.0,,1.0,,
WNBA_202109070SEA,2021-09-07,2021,1,WNBA,WAS,SEA,1.0,,2.0,0.5,2.0,1.0,,,,,4.666666666666667,,5.0,2.0,2.0,1.0,
WNBA_202109120LAS,2021-09-12,2021,1,WNBA,SEA,LAS,1.0,2.0,3.0,,,,3.0,0.5,2.0,1.0,13.233333333333333,2.0,-2.0,1.0,5.0,,1.0
