game_id,date,season,week,league,away,home,rush_avg,rush_long,rushing_2pt,rushing_attempts,rushing_fum,rushing_tds,rushing_yards
SYNTHETIC_50YARD_2026_W1_MICHIGANARSENAL,2026-05-02,2026,1,50YARD,Oregon Lightning,Michigan Arsenal,,,,,,2.0,22.0
SYNTHETIC_50YARD_2026_W2_MICHIGANARSENAL,2026-05-09,2026,2,50YARD,Minnesota Monsters,Michigan Arsenal,,,,,,,30.0
SYNTHETIC_50YARD_2026_W3_MICHIGANARSENAL,2026-05-16,2026,3,50YARD,ALBANY FIREBIRDS,MICHIGAN ARSENAL,,,,,,,2.0
FOOTBALL_AF1_2026_5_2_T584638G1168213@T606163,2026-05-02,2026,4,AF1,Oregon Lightning,Michigan Arsenal,3.0,8.0,0.0,7.0,0.0,2.0,22.0
FOOTBALL_AF1_2026_5_9_T602555G1168217@T606163,2026-05-09,2026,5,AF1,Minnesota Monsters,Michigan Arsenal,4.0,10.0,0.0,8.0,0.0,0.0,30.0
FOOTBALL_AF1_2026_5_16_T584635G1168219@T606163,2026-05-16,2026,6,AF1,Albany Firebirds,Michigan Arsenal,2.0,2.0,0.0,2.0,0.0,0.0,3.0
