game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
cricket-odi-2025-05-19-1482565,2025-05-19,2025,1,ODI,Oman,Canada,33.0,0.0,0.0,5.0,8.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,,1.0
cricket-odi-2025-05-21-1482566,2025-05-21,2025,1,ODI,Oman,United States of America,4.0,0.0,0.0,5.0,0.0,0.0,36.0,0.0,1.0,28.0,0.0,0.0,,1.0
cricket-odi-2025-05-23-1482567,2025-05-23,2025,1,ODI,Canada,Oman,41.0,1.0,1.0,4.0,23.0,0.0,33.0,0.0,0.0,35.0,2.0,1.0,,1.0
cricket-odi-2025-05-27-1482569,2025-05-27,2025,1,ODI,United States of America,Oman,49.0,1.0,0.0,3.0,19.0,0.0,12.0,0.0,0.0,16.0,0.0,0.0,,1.0
cricket-t20i-2025-02-20-1473145,2025-02-20,2025,1,T20I,Oman,United States of America,11.0,1.0,0.0,4.0,12.0,0.0,,,,,,,,1.0
cricket-t20i-2025-02-21-1473146,2025-02-21,2025,1,T20I,Oman,United States of America,16.0,0.0,0.0,3.0,9.0,0.0,6.0,0.0,0.0,11.0,0.0,0.0,1.0,1.0
cricket-t20i-2025-02-23-1473147,2025-02-23,2025,1,T20I,Oman,United States of America,6.0,1.0,0.0,2.0,5.0,0.0,,,,,,,,1.0
cricket-odi-2026-04-04-1529140,2026-04-04,2026,1,ODI,Namibia,Oman,42.0,7.0,0.0,5.0,43.0,0.0,60.0,0.0,0.0,42.0,0.0,1.0,1.0,1.0
cricket-odi-2026-04-08-1529142,2026-04-08,2026,1,ODI,Oman,Scotland,10.0,1.0,0.0,3.0,12.0,0.0,24.0,0.0,0.0,26.0,0.0,0.0,,1.0
cricket-odi-2026-04-10-1529143,2026-04-10,2026,1,ODI,Oman,Namibia,17.0,0.0,0.0,3.0,7.0,0.0,12.0,0.0,0.0,10.0,0.0,1.0,1.0,1.0
cricket-odi-2026-04-27-1531697,2026-04-27,2026,1,ODI,United Arab Emirates,Oman,34.0,3.0,0.0,3.0,24.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,1.0,1.0
