game_id,date,season,week,league,away,home,assists,blk,cto,games_played,goals,lb,penalty_minutes,pim,points,sog,to
NLL_2019_SEASON_TOTAL,,,1,,,,4.0,,,8.0,1.0,,6.0,,5.0,,
NLL_2021_SEASON_TOTAL,,,1,,,,15.0,,,16.0,3.0,,20.0,,18.0,,
NLL_2022_SEASON_TOTAL,,,1,,,,16.0,,,17.0,3.0,,67.0,,19.0,,
NLL_2023_SEASON_TOTAL,,,1,,,,8.0,,,18.0,5.0,,30.0,,13.0,,
703331825,2025-10-29,2025,1,NLL,GEORGIA,BUFFALO,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0
