game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,match_played
cricket-t20i-2023-09-01-1394795,2023-09-01,2023,1,T20I,Fiji,Samoa,1.0,0.0,0.0,8.0,0.0,0.0,24.0,0.0,0.0,14.0,4.0,8.0,1.0
cricket-t20i-2023-09-04-1394802,2023-09-04,2023,1,T20I,Fiji,Japan,15.0,0.0,0.0,8.0,3.0,0.0,24.0,0.0,0.0,15.0,1.0,6.0,1.0
cricket-t20i-2023-09-07-1394807,2023-09-07,2023,1,T20I,Fiji,Papua New Guinea,2.0,0.0,0.0,9.0,0.0,0.0,23.0,0.0,0.0,28.0,1.0,7.0,1.0
cricket-t20i-2023-09-08-1394810,2023-09-08,2023,1,T20I,Fiji,Cook Islands,,,,,,,24.0,0.0,1.0,24.0,0.0,5.0,1.0
cricket-t20i-2025-03-12-1474427,2025-03-12,2025,1,T20I,Vanuatu,Fiji,10.0,0.0,1.0,6.0,6.0,0.0,24.0,0.0,0.0,19.0,0.0,3.0,1.0
cricket-t20i-2025-03-13-1474422,2025-03-13,2025,1,T20I,Fiji,France,22.0,2.0,1.0,8.0,19.0,0.0,24.0,1.0,2.0,11.0,2.0,3.0,1.0
cricket-t20i-2025-09-05-1499779,2025-09-05,2025,1,T20I,Japan,Fiji,,,,,,,6.0,0.0,0.0,14.0,1.0,8.0,1.0
cricket-t20i-2025-09-06-1499780,2025-09-06,2025,1,T20I,Japan,Fiji,5.0,0.0,1.0,11.0,3.0,0.0,6.0,0.0,0.0,19.0,0.0,2.0,1.0
cricket-t20i-2025-09-10-1499789,2025-09-10,2025,1,T20I,Indonesia,Fiji,5.0,0.0,0.0,10.0,3.0,0.0,,,,,,,1.0
cricket-t20i-2025-09-13-1499797,2025-09-13,2025,1,T20I,Philippines,Fiji,,,,,,,6.0,0.0,1.0,11.0,0.0,5.0,1.0
