game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hucksCompleted,throwAttempts,throwaways,yardsReceived,yardsThrown
SYNTHETIC_AUDL_2022_W1_EMPIRE,,2022,1,AUDL,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
SYNTHETIC_AUDL_2022_W2_EMPIRE,,2022,2,AUDL,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
SYNTHETIC_AUDL_2022_W3_EMPIRE,,2022,3,AUDL,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2022-06-18-OTT-NY,2022-06-18,2022,4,,OTT,NY,0.0,0.0,,,0.0,0.0,,,0.0,28.0,-4.0
2022-07-01-MTL-NY,2022-07-01,2022,6,,MTL,NY,1.0,2.0,,,0.0,1.0,,,0.0,102.0,47.0
2022-07-09-BOS-NY,2022-07-09,2022,7,AUDL,glory,empire,1.0,2.0,,,0.0,2.0,,,0.0,127.0,56.0
2022-07-22-NY-PHI,2022-07-22,2022,9,AUDL,empire,phoenix,1.0,0.0,,,0.0,0.0,,,0.0,47.0,43.0
2023-05-13-NY-DC,2023-05-13,2023,3,AUDL,NEW YORK EMPIRE,DC BREEZE,,,1.0,,,1.0,,,,33.0,
2023-05-20-NY-PHI,2023-05-20,2023,4,AUDL,NEW YORK EMPIRE,PHILADELPHIA PHOENIX,,,1.0,1.0,,,,1.0,,16.0,-10.0
2023-06-02-NY-BOS,2023-06-02,2023,6,AUDL,NEW YORK EMPIRE,BOSTON GLORY,,2.0,7.0,5.0,1.0,,,6.0,,49.0,10.0
2023-06-03-NY-MTL,2023-06-03,2023,6,AUDL,NEW YORK EMPIRE,MONTREAL ROYAL,,,,,,1.0,,,1.0,,
2023-06-10-ATL-NY,2023-06-10,2023,7,AUDL,ATLANTA HUSTLE,NEW YORK EMPIRE,1.0,,4.0,2.0,,1.0,,3.0,,33.0,-1.0
2023-06-16-BOS-NY,2023-06-16,2023,8,AUDL,BOSTON GLORY,NEW YORK EMPIRE,,,9.0,7.0,,1.0,,8.0,1.0,48.0,19.0
2023-06-30-DC-NY,2023-06-30,2023,10,AUDL,DC BREEZE,NEW YORK EMPIRE,,,3.0,2.0,,1.0,,2.0,,50.0,17.0
2023-07-22-MTL-NY,2023-07-22,2023,13,AUDL,MONTREAL ROYAL,NEW YORK EMPIRE,1.0,,4.0,2.0,,2.0,1.0,2.0,,55.0,63.0
2024-04-27-MTL-NY,2024-04-27,2024,1,UFA,royal,empire,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2024-05-04-NY-ATL,2024-05-04,2024,2,UFA,empire,hustle,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2024-05-17-NY-BOS,2024-05-17,2024,4,UFA,empire,glory,1.0,0.0,,,0.0,0.0,,,0.0,72.0,19.0
2024-05-18-NY-MTL,2024-05-18,2024,4,UFA,empire,royal,0.0,1.0,,,0.0,1.0,,,0.0,114.0,3.0
2024-05-24-PHI-NY,2024-05-24,2024,5,UFA,phoenix,empire,1.0,1.0,,,0.0,1.0,,,1.0,36.0,11.0
2024-05-31-BOS-NY,2024-05-31,2024,6,UFA,glory,empire,0.0,0.0,,,0.0,0.0,,,0.0,7.0,-7.0
2024-06-08-NY-DC,2024-06-08,2024,7,UFA,empire,breeze,0.0,0.0,,,0.0,0.0,,,2.0,38.0,0.0
2024-06-15-NY-PHI,2024-06-15,2024,8,UFA,empire,phoenix,0.0,1.0,,,0.0,2.0,,,0.0,142.0,-15.0
2024-06-21-TOR-NY,2024-06-21,2024,9,UFA,rush,empire,0.0,0.0,,,0.0,0.0,,,1.0,30.0,-7.0
2024-06-29-SLC-NY,2024-06-29,2024,10,UFA,shred,empire,0.0,0.0,,,0.0,4.0,,,1.0,131.0,7.0
2024-07-12-NY-MIN,2024-07-12,2024,12,UFA,empire,windchill,2.0,0.0,,,0.0,0.0,,,0.0,112.0,22.0
2024-07-20-DC-NY,2024-07-20,2024,13,UFA,breeze,empire,0.0,0.0,,,0.0,1.0,,,0.0,70.0,21.0
2025-04-24-NY-OAK,2025-04-24,2025,1,UFA,empire,spiders,1.0,2.0,,,0.0,0.0,,,3.0,170.0,149.0
2025-04-25-NY-LV,2025-04-25,2025,1,UFA,empire,bighorns,1.0,0.0,,,0.0,2.0,,,0.0,201.0,106.0
2025-05-09-MTL-NY,2025-05-09,2025,3,UFA,royal,empire,2.0,0.0,,,2.0,1.0,,,1.0,121.0,65.0
2025-05-16-NY-BOS,2025-05-16,2025,4,UFA,empire,glory,4.0,0.0,,,0.0,1.0,,,1.0,248.0,149.0
2025-05-17-NY-MTL,2025-05-17,2025,4,UFA,empire,royal,3.0,0.0,,,0.0,4.0,,,1.0,286.0,26.0
2025-05-23-NY-PHI,2025-05-23,2025,5,UFA,empire,phoenix,2.0,0.0,,,0.0,2.0,,,0.0,232.0,108.0
2025-06-01-NY-TOR,2025-06-01,2025,6,UFA,empire,rush,3.0,0.0,,,0.0,4.0,,,2.0,305.0,99.0
2025-06-06-NY-DC,2025-06-06,2025,7,UFA,empire,breeze,3.0,0.0,,,0.0,1.0,,,1.0,296.0,210.0
2025-06-14-DC-NY,2025-06-14,2025,8,UFA,breeze,empire,2.0,0.0,,,0.0,5.0,,,1.0,180.0,72.0
2025-06-20-TOR-NY,2025-06-20,2025,9,UFA,rush,empire,1.0,0.0,,,0.0,8.0,,,0.0,519.0,163.0
2025-07-13-PHI-NY,2025-07-13,2025,12,UFA,phoenix,empire,4.0,2.0,,,0.0,2.0,,,0.0,169.0,195.0
2025-07-19-BOS-NY,2025-07-19,2025,13,UFA,glory,empire,1.0,0.0,,,1.0,4.0,,,1.0,306.0,108.0
2026-05-01-TOR-NY,2026-05-01,2026,2,UFA,rush,empire,6.0,0.0,,,0.0,1.0,,,0.0,166.0,158.0
