game_id,date,season,week,league,away,home,1pt_conversion,conversions,interceptions_lost,lost_fumbles,passing_tds,passing_yards,rushing_tds,rushing_yards
SYNTHETIC_USFL_2022_W1_BHAM,,2022,1,USFL,,,,,0.0,,1.0,156.0,1.0,13.0
SYNTHETIC_USFL_2022_W2_BHAM,,2022,2,USFL,,,,,1.0,0.0,2.0,229.0,0.0,31.0
SYNTHETIC_USFL_2022_W3_BHAM,,2022,3,USFL,,,,,1.0,,2.0,197.0,0.0,59.0
SYNTHETIC_USFL_2022_W5_BHAM,,2022,5,USFL,,,,,0.0,,1.0,203.0,1.0,2.0
SYNTHETIC_USFL_2022_W6_BHAM,,2022,6,USFL,,,,,0.0,0.0,2.0,135.0,0.0,13.0
SYNTHETIC_USFL_2022_W7_BHAM,,2022,7,USFL,,,,,1.0,,0.0,138.0,0.0,9.0
SYNTHETIC_USFL_2022_W8_BHAM,,2022,8,USFL,,,,,1.0,1.0,1.0,183.0,0.0,45.0
SYNTHETIC_USFL_2022_W9_BHAM,,2022,9,USFL,,,,0.0,1.0,,1.0,260.0,0.0,21.0
SYNTHETIC_USFL_2022_W10_BHAM,,2022,10,USFL,,,,,1.0,0.0,0.0,72.0,0.0,0.0
SYNTHETIC_USFL_2022_W11_BHAM,,2022,11,USFL,,,,,0.0,0.0,1.0,190.0,1.0,48.0
SYNTHETIC_USFL_2023_W1_STALLIONS,2023-04-15,2023,1,USFL,STALLIONS,GENERALS,,,1.0,,1.0,160.0,,1.0
1,2024-03-30,2024,1,UFL,RENEGADES,STALLIONS,1.0,,,,,,,
18,2024-04-27,2024,5,UFL,ROUGHNECKS,STALLIONS,1.0,,,,,,,
67,2025-05-11,2025,7,UFL,STALLIONS,ROUGHNECKS,,,0.0,,0.0,63.0,1.0,9.0
70,2025-05-17,2025,8,UFL,BATTLEHAWKS,STALLIONS,1.0,,1.0,1.0,3.0,262.0,0.0,45.0
74,2025-05-24,2025,9,UFL,STALLIONS,PANTHERS,2.0,,0.0,,2.0,307.0,0.0,30.0
78,2025-06-01,2025,10,UFL,SHOWBOATS,STALLIONS,1.0,,0.0,,1.0,127.0,0.0,2.0
