game_id,date,season,week,league,away,home,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,match_played
cricket-t20i-2025-11-12-1508277,2025-11-12,2025,1,T20I,Myanmar,Timor-Leste,18.0,0.0,0.0,8.0,2.0,1.0,1.0
cricket-t20i-2025-11-14-1508280,2025-11-14,2025,1,T20I,Myanmar,Timor-Leste,12.0,0.0,1.0,18.0,0.0,2.0,1.0
