game_id,date,season,week,league,away,home,punt_avg,punt_long,punt_tb,punt_yards,punts,punts_blocked,punts_in20,solo_tackles,tackles
FOOTBALL_XFL_2020_2_9_TB@NY,2020-02-09,2020,1,XFL,TB,NY,41.5,53.0,,249.0,6.0,7.0,1.0,,
FOOTBALL_XFL_2020_2_15_NY@DC,2020-02-15,2020,2,XFL,NY,DC,45.2,60.0,,226.0,5.0,41.0,4.0,,
FOOTBALL_XFL_2020_2_23_NY@STL,2020-02-23,2020,3,XFL,NY,STL,44.3,52.0,1.0,133.0,3.0,9.0,1.0,1.0,1.0
FOOTBALL_XFL_2020_2_29_LA@NY,2020-02-29,2020,4,XFL,LA,NY,38.4,47.0,,192.0,5.0,7.0,3.0,,
FOOTBALL_XFL_2020_3_7_NY@DAL,2020-03-07,2020,5,XFL,NY,DAL,42.0,45.0,,126.0,3.0,23.0,2.0,,
