game_id,date,season,week,league,away,home,assists,blocks,catches,completions,goals,hucksCompleted,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-05-06-MIN-IND,2023-05-06,2023,2,,MIN,IND,,1.0,,1.0,,,1.0,,,-2.0
2023-05-27-MIN-DET,2023-05-27,2023,5,,MIN,DET,1.0,,2.0,2.0,,1.0,2.0,1.0,10.0,21.0
2023-06-24-MIN-COL,2023-06-24,2023,9,,MIN,COL,,,3.0,2.0,1.0,,2.0,,10.0,4.0
2023-07-07-MIN-MAD,2023-07-07,2023,11,,MIN,MAD,,,0.0,0.0,0.0,,0.0,,0.0,0.0
2023-07-09-IND-MIN,2023-07-09,2023,11,,IND,MIN,,1.0,,,,,,,,
