game_id,date,season,week,league,away,home,pass_attempts,receiving_yards,receptions,rush_attempts,rushing_tds,rushing_yards
FOOTBALL_XFL_2020_2_8_LA@HOU,2020-02-08,2020,1,XFL,LA,HOU,,,,2.0,,6.0
FOOTBALL_XFL_2020_2_23_DC@LA,2020-02-23,2020,3,XFL,DC,LA,,,,5.0,,6.0
FOOTBALL_XFL_2020_2_29_LA@NY,2020-02-29,2020,4,XFL,LA,NY,,21.0,2.0,5.0,,25.0
FOOTBALL_XFL_2020_3_8_TB@LA,2020-03-08,2020,5,XFL,TB,LA,1.0,,,9.0,1.0,7.0
