game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
cricket-bbl-2014-12-26-756747,2014-12-26,2014,1,BBL,Perth Scorchers,Melbourne Renegades,,,,,,,12.0,0.0,0.0,15.0,0.0,2.0,,1.0
cricket-bbl-2015-01-03-756763,2015-01-03,2015,1,BBL,Melbourne Renegades,Melbourne Stars,6.0,0.0,0.0,11.0,0.0,0.0,18.0,0.0,0.0,24.0,2.0,0.0,,1.0
cricket-bbl-2015-01-07-756789,2015-01-07,2015,1,BBL,Hobart Hurricanes,Melbourne Renegades,,,,,,,20.0,0.0,0.0,19.0,3.0,0.0,,1.0
cricket-bbl-2021-01-07-1226871,2021-01-07,2021,1,BBL,Sydney Thunder,Hobart Hurricanes,2.0,0.0,0.0,9.0,0.0,0.0,18.0,0.0,0.0,27.0,0.0,1.0,,1.0
cricket-bbl-2021-01-24-1226827,2021-01-24,2021,1,BBL,Hobart Hurricanes,Sydney Sixers,1.0,0.0,1.0,9.0,0.0,0.0,18.0,0.0,0.0,24.0,0.0,3.0,,1.0
cricket-bbl-2021-01-26-1226860,2021-01-26,2021,1,BBL,Melbourne Renegades,Hobart Hurricanes,,,,,,,6.0,0.0,0.0,7.0,0.0,0.0,1.0,1.0
