game_id,date,season,week,league,away,home,assists,assists_minus_xa,avg_pass_distance,avg_pass_vertical,goals,goals_minus_xg,goals_plus_assists,key_passes,minutes_played,pass_completion_pct,passes_attempted,passes_over_expected,passes_over_expected_p100,points_added,shots,shots_on_target,xa,xg,xg_place,xg_plus_xa,xpass_completion_pct,xpoints_added
soccer-mls-2018-9z5k7Yg5A3,,2018,1,MLS,,,0.0,0.0,18.0492,4.6487,0.0,0.0,0.0,0.0,87.0,0.7647,34.0,-0.2608,-0.767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7724,0.0
soccer-uslc-2018-KPqjwN4Q6v,,2018,1,USLC,,,3.0,0.9154,19.3346,5.4933,0.0,-0.3515,3.0,19.0,2342.0,0.718,1330.0,-8.8023,-0.6618,0.0,8.0,2.0,2.0846,0.3515,-0.2706,2.436,0.7247,0.253
soccer-mls-2019-9z5k7Yg5A3,,2019,1,MLS,,,1.0,0.865,17.2769,0.8795,0.0,-0.0656,1.0,2.0,218.0,0.7143,112.0,1.5493,1.3833,0.0,1.0,0.0,0.135,0.0656,-0.0656,0.2006,0.7005,0.0002
soccer-uslc-2019-KPqjwN4Q6v,,2019,1,USLC,,,0.0,-0.83,20.7037,4.4912,1.0,0.1127,1.0,10.0,779.0,0.7549,461.0,-4.6122,-1.0005,1.0718,4.0,3.0,0.83,0.8873,0.0423,1.7173,0.7649,0.8863
soccer-mls-2020-9z5k7Yg5A3,,2020,1,MLS,,,1.0,-0.0224,19.5888,4.027,0.0,-0.1289,1.0,11.0,1154.0,0.7416,712.0,-12.9867,-1.824,0.0,3.0,2.0,1.0224,0.1289,0.5224,1.1513,0.7598,0.0921
soccer-mls-2021-9z5k7Yg5A3,,2021,1,MLS,,,2.0,-0.4287,18.5551,5.5179,0.0,-0.182,2.0,29.0,2826.0,0.7439,1667.0,27.1449,1.6284,0.0,7.0,1.0,2.4287,0.182,-0.1644,2.6108,0.7276,0.0963
soccer-mls-2022-9z5k7Yg5A3,,2022,1,MLS,,,2.0,-1.0341,18.7322,4.0338,0.0,-0.1411,2.0,17.0,1792.0,0.7434,756.0,7.6619,1.0135,0.0,6.0,2.0,3.0341,0.1411,0.2529,3.1752,0.7333,0.0993
soccer-mls-2023-9z5k7Yg5A3,,2023,1,MLS,,,1.0,0.3325,18.1974,3.4781,0.0,-0.389,1.0,14.0,2255.0,0.7618,999.0,8.1729,0.8181,0.0,11.0,1.0,0.6675,0.389,-0.3688,1.0565,0.7536,0.1638
soccer-mls-2024-9z5k7Yg5A3,,2024,1,MLS,,,1.0,0.0268,18.9222,1.8301,0.0,-0.0667,1.0,12.0,1261.0,0.7856,527.0,4.3991,0.8347,0.0,4.0,0.0,0.9732,0.0667,-0.0667,1.0398,0.7772,0.0096
soccer-mls-2025-9z5k7Yg5A3,,2025,1,MLS,,,0.0,-0.771,20.0483,6.8536,0.0,-0.0167,0.0,6.0,563.0,0.703,266.0,-4.8083,-1.8076,0.0,1.0,0.0,0.771,0.0167,-0.0167,0.7877,0.7211,0.01
soccer-mls-2026-9z5k7Yg5A3,,2026,1,MLS,,,0.0,0.0,21.092,6.4853,0.0,0.0,0.0,0.0,71.0,0.8421,38.0,2.0397,5.3676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7884,0.0
