game_id,date,season,week,league,away,home,assists,blk,cto,games_played,goals,lb,penalty_minutes,pim,points,pp_assists,pp_goals,sh_goals,sog,to
NLL_2019_SEASON_TOTAL,,,1,,,,20.0,,,10.0,21.0,,4.0,,41.0,,,,,
NLL_2021_SEASON_TOTAL,,,1,,,,40.0,,,15.0,42.0,,11.0,,82.0,,,,,
NLL_2022_SEASON_TOTAL,,,1,,,,56.0,,,18.0,44.0,,10.0,,100.0,17.0,10.0,9.0,,
NLL_2023_SEASON_TOTAL,,,1,,,,37.0,,,13.0,27.0,,2.0,,64.0,11.0,4.0,2.0,,
703332113,2025-10-29,2025,1,NLL,COLORADO,VANCOUVER,1.0,1.0,1.0,,2.0,1.0,,1.0,,,,,1.0,1.0
