game_id,date,season,week,league,away,home,completion_pct,interceptions,kick_returns,kr_avg,kr_long,kr_tds,kr_yards,pass_attempts,pass_completions,pass_incompletions,pass_long,pass_yards_per_attempt,passing_rate,passing_sacks,passing_td_pass,passing_td_pass_pct,passing_yards,passing_yds_lost,rec_avg,rec_long,receiving_tds,receiving_yards,receptions,rush_avg,rush_long,rushing_attempts,rushing_fum,rushing_tds,rushing_yards
FOOTBALL_NAL_2026_3_7_T566773G1127137@T573852,2026-03-08,2026,1,NAL,Amarillo Warbirds,Louisiana Rouxgaroux,474.0,1.0,,,,,,19.0,9.0,10.0,24.0,9.0,72.0,2.0,2.0,105.0,77.0,5.0,,,,,,6.0,14.0,9.0,1.0,1.0,57.0
FOOTBALL_NAL_2026_3_13_T570666G1127140@T566773,2026-03-13,2026,2,NAL,Sioux City Bandits,Amarillo Warbirds,400.0,1.0,,,,,,5.0,2.0,3.0,0.0,3.0,8.0,0.0,0.0,0.0,5.0,0.0,,,,,,3.0,4.0,2.0,0.0,0.0,6.0
FOOTBALL_IFL_2026_3_29_TVEGASKNIGHTHAWKSG20260329KHXS@TTUCSONSUGARSKULLS,2026-03-29,2026,3,IFL,Vegas Knight Hawks,Tucson Sugar Skulls,,,3.0,2.0,6.0,0.0,6.0,,,,,,,,,,,,7.0,10.0,0.0,35.0,5.0,,,,,,
FOOTBALL_IFL_2026_4_26_TTUCSONSUGARSKULLSG202604264V0I@TSANDIEGOSTRIKEFORCE,2026-04-26,2026,7,IFL,Tucson Sugar Skulls,San Diego Strike Force,,,,,,,,,,,,,,,,,,,4.0,4.0,0.0,4.0,1.0,,,,,,
FOOTBALL_IFL_2026_5_2_TSANANTONIOGUNSLINGERSG202605025PR1@TTUCSONSUGARSKULLS,2026-05-02,2026,8,IFL,San Antonio Gunslingers,Tucson Sugar Skulls,,,,,,,,,,,,,,,,,,,7.0,10.0,0.0,28.0,4.0,1.0,2.0,2.0,,0.0,2.0
FOOTBALL_IFL_2026_5_10_TTUCSONSUGARSKULLSG20260510QDQW@TARIZONARATTLERS,2026-05-10,2026,9,IFL,Tucson Sugar Skulls,Arizona Rattlers,,,,,,,,,,,,,,,,,,,8.0,9.0,0.0,40.0,5.0,,,,,,
