game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
cricket-t20i-2024-05-01-1431607,2024-05-01,2024,1,T20I,Thailand,Indonesia,,,,,,,12.0,0.0,0.0,7.0,0.0,0.0,,1.0
cricket-t20i-2024-05-02-1431608,2024-05-02,2024,1,T20I,Thailand,Indonesia,,,,,,,12.0,0.0,0.0,7.0,1.0,0.0,1.0,1.0
cricket-t20i-2024-05-04-1431609,2024-05-04,2024,1,T20I,Indonesia,Thailand,7.0,0.0,1.0,11.0,8.0,1.0,24.0,0.0,1.0,22.0,2.0,1.0,1.0,1.0
cricket-t20i-2024-05-05-1431610,2024-05-05,2024,1,T20I,Thailand,Indonesia,5.0,0.0,1.0,9.0,5.0,0.0,24.0,0.0,0.0,14.0,0.0,0.0,,1.0
cricket-t20i-2024-05-06-1431611,2024-05-06,2024,1,T20I,Indonesia,Thailand,,,,,,,24.0,1.0,0.0,9.0,2.0,1.0,,1.0
cricket-t20i-2024-10-19-1453911,2024-10-19,2024,1,T20I,Thailand,Bhutan,1.0,0.0,1.0,8.0,1.0,0.0,24.0,0.0,0.0,15.0,2.0,0.0,,1.0
cricket-t20i-2024-10-20-1453914,2024-10-20,2024,1,T20I,Indonesia,Thailand,,,,,,,24.0,0.0,0.0,19.0,2.0,1.0,,1.0
cricket-t20i-2024-10-23-1453917,2024-10-23,2024,1,T20I,Thailand,Indonesia,,,,,,,24.0,0.0,0.0,15.0,2.0,0.0,,1.0
cricket-t20i-2024-11-19-1457217,2024-11-19,2024,1,T20I,Thailand,Qatar,,,,,,,18.0,0.0,0.0,18.0,0.0,0.0,,1.0
cricket-t20i-2024-11-23-1457227,2024-11-23,2024,1,T20I,United Arab Emirates,Thailand,2.0,0.0,0.0,10.0,0.0,0.0,24.0,0.0,1.0,36.0,0.0,0.0,,1.0
cricket-t20i-2025-04-28-1482094,2025-04-28,2025,1,T20I,Saudi Arabia,Thailand,,,,,,,,,,,,,1.0,1.0
cricket-t20i-2025-05-07-1482819,2025-05-07,2025,1,T20I,Thailand,Cook Islands,,,,,,,12.0,0.0,0.0,15.0,1.0,0.0,,1.0
