game_id,date,season,week,league,away,home,assisted_tackles,def_interceptions,defensive_tds,fg_attempts,field_goal_long,field_goal_pct,field_goals_made,fumble_recoveries,fumble_recovery_yards,int_avg,int_long,int_yards,kicking_deuce,kicking_pat,kicking_pat_att,pass_defended,solo_tackles,tackles
FOOTBALL_NAL_2026_5_10_T577047G1127169@T570667,2026-05-10,2026,10,NAL,Pueblo Punishers,Colorado Spartans,,,,1.0,26.0,1.0,1.0,,,,,,0.0,3.0,5.0,,,
FOOTBALL_IFL_2026_5_30_TIOWABARNSTORMERSG20260530KP8L@TTULSAOILERS,2026-05-30,2026,12,IFL,Iowa Barnstormers,Tulsa Oilers,0.0,,,,,,,,,,,,,,,,1.0,1.0
FOOTBALL_IFL_2026_6_6_TIOWABARNSTORMERSG202606060Q8D@TORLANDOPIRATES,2026-06-06,2026,13,IFL,Iowa Barnstormers,Orlando Pirates,3.0,,,,,,,,,,,,,,,,1.0,4.0
FOOTBALL_IFL_2026_6_13_TQUADCITYSTEAMWHEELERSG20260613M6TV@TIOWABARNSTORMERS,2026-06-13,2026,14,IFL,Quad City Steamwheelers,Iowa Barnstormers,1.0,,,,,,,,,,,,,,,1.0,0.0,1.0
FOOTBALL_IFL_2026_6_27_TTULSAOILERSG2026062789TG@TIOWABARNSTORMERS,2026-06-27,2026,16,IFL,Tulsa Oilers,Iowa Barnstormers,3.0,,,,,,,,,,,,,,,,2.0,5.0
FOOTBALL_IFL_2026_7_11_TGREENBAYBLIZZARDG20260711PZT2@TIOWABARNSTORMERS,2026-07-11,2026,18,IFL,Green Bay Blizzard,Iowa Barnstormers,2.0,,,,,,,,,,,,,,,,4.0,6.0
FOOTBALL_IFL_2026_7_18_TIOWABARNSTORMERSG202607188NRO@TJACKSONVILLESHARKS,2026-07-18,2026,19,IFL,Iowa Barnstormers,Jacksonville Sharks,0.0,,,,,,,,,,,,,,,,3.0,3.0
FOOTBALL_IFL_2026_7_24_TSANANTONIOGUNSLINGERSG20260724MW4T@TIOWABARNSTORMERS,2026-07-24,2026,20,IFL,San Antonio Gunslingers,Iowa Barnstormers,0.0,1.0,0.0,,,,,1.0,0.0,0.0,0.0,0.0,,,,,4.0,4.0
