game_id,date,season,week,league,away,home,def_solo,def_tot,recv_lg,recv_rec,recv_tar,recv_td,recv_yac,recv_yds,score_conv,score_p,score_pts,score_tot
FOOTBALL_CFL_2016_10_14_OTT@HAM,2016-10-14,2016,1,CFL,OTT,HAM,,,-1.0,1.0,1.0,,-1.0,-1.0,,,,
FOOTBALL_CFL_2016_10_1_OTT@BC,2016-10-01,2016,1,CFL,OTT,BC,,,17.0,4.0,5.0,,32.0,43.0,,,,
FOOTBALL_CFL_2016_10_21_HAM@OTT,2016-10-21,2016,1,CFL,HAM,OTT,1.0,1.0,12.0,2.0,3.0,,9.0,23.0,,,,
FOOTBALL_CFL_2016_10_29_OTT@WPG,2016-10-29,2016,1,CFL,OTT,WPG,,,11.0,2.0,2.0,,11.0,14.0,1.0,,2.0,
FOOTBALL_CFL_2016_10_7_SSK@OTT,2016-10-07,2016,1,CFL,SSK,OTT,,,,,1.0,,,,,,,
FOOTBALL_CFL_2016_11_20_EDM@OTT,2016-11-20,2016,1,CFL,EDM,OTT,,,12.0,3.0,4.0,,17.0,22.0,1.0,,2.0,
FOOTBALL_CFL_2016_11_27_CGY@OTT,2016-11-27,2016,1,CFL,CGY,OTT,,,20.0,4.0,5.0,1.0,19.0,38.0,,1.0,6.0,1.0
FOOTBALL_CFL_2016_11_4_WPG@OTT,2016-11-04,2016,1,CFL,WPG,OTT,,,,,3.0,,,,,,,
FOOTBALL_CFL_2016_6_25_OTT@EDM,2016-06-25,2016,1,CFL,OTT,EDM,,,8.0,1.0,1.0,,8.0,8.0,,,,
FOOTBALL_CFL_2016_7_22_OTT@SSK,2016-07-22,2016,1,CFL,OTT,SSK,,,17.0,3.0,3.0,,29.0,32.0,1.0,,2.0,
FOOTBALL_CFL_2016_7_31_TOR@OTT,2016-07-31,2016,1,CFL,TOR,OTT,,,,,1.0,,,,,,,
FOOTBALL_CFL_2016_8_6_EDM@OTT,2016-08-06,2016,1,CFL,EDM,OTT,,,7.0,1.0,2.0,,7.0,7.0,,,,
FOOTBALL_CFL_2016_9_17_OTT@CGY,2016-09-17,2016,1,CFL,OTT,CGY,,,13.0,1.0,1.0,,8.0,13.0,,,,
FOOTBALL_CFL_2016_9_1_OTT@MTL,2016-09-01,2016,1,CFL,OTT,MTL,,,9.0,1.0,1.0,,,9.0,,,,
FOOTBALL_CFL_2017_10_13_OTT@SSK,2017-10-13,2017,1,CFL,OTT,SSK,,,,,2.0,,,,,,,
FOOTBALL_CFL_2017_10_27_HAM@OTT,2017-10-27,2017,1,CFL,HAM,OTT,,,19.0,3.0,5.0,,25.0,40.0,,,,
FOOTBALL_CFL_2017_10_7_OTT@BC,2017-10-07,2017,1,CFL,OTT,BC,,,10.0,5.0,6.0,,21.0,28.0,,,,
FOOTBALL_CFL_2017_11_12_SSK@OTT,2017-11-12,2017,1,CFL,SSK,OTT,,,6.0,1.0,2.0,,4.0,6.0,,,,
FOOTBALL_CFL_2017_6_23_CGY@OTT,2017-06-23,2017,1,CFL,CGY,OTT,,,16.0,3.0,4.0,,19.0,31.0,,,,
FOOTBALL_CFL_2017_6_29_OTT@CGY,2017-06-29,2017,1,CFL,OTT,CGY,,,12.0,4.0,4.0,,11.0,22.0,,,,
FOOTBALL_CFL_2017_7_24_OTT@TOR,2017-07-24,2017,1,CFL,OTT,TOR,,,,,2.0,,,,,,,
FOOTBALL_CFL_2017_7_8_TOR@OTT,2017-07-08,2017,1,CFL,TOR,OTT,,,14.0,2.0,2.0,,1.0,21.0,,,,
FOOTBALL_CFL_2017_8_10_EDM@OTT,2017-08-10,2017,1,CFL,EDM,OTT,,,,,1.0,,,,,,,
FOOTBALL_CFL_2017_8_18_OTT@HAM,2017-08-18,2017,1,CFL,OTT,HAM,,,8.0,3.0,3.0,,8.0,19.0,,,,
FOOTBALL_CFL_2017_8_26_BC@OTT,2017-08-26,2017,1,CFL,BC,OTT,,,7.0,1.0,1.0,,1.0,7.0,,,,
FOOTBALL_CFL_2017_8_31_OTT@MTL,2017-08-31,2017,1,CFL,OTT,MTL,,,7.0,3.0,3.0,,7.0,18.0,,,,
FOOTBALL_CFL_2017_8_4_WPG@OTT,2017-08-04,2017,1,CFL,WPG,OTT,,,3.0,2.0,2.0,,4.0,4.0,,,,
FOOTBALL_CFL_2017_9_17_OTT@MTL,2017-09-17,2017,1,CFL,OTT,MTL,,,18.0,5.0,6.0,1.0,36.0,50.0,,1.0,6.0,1.0
FOOTBALL_CFL_2017_9_22_OTT@WPG,2017-09-22,2017,1,CFL,OTT,WPG,,,15.0,2.0,2.0,,1.0,29.0,,,,
FOOTBALL_CFL_2017_9_29_SSK@OTT,2017-09-29,2017,1,CFL,SSK,OTT,,,8.0,2.0,3.0,,11.0,11.0,,,,
FOOTBALL_CFL_2018_10_13_SSK@WPG,2018-10-13,2018,1,CFL,SSK,WPG,,,18.0,3.0,3.0,,27.0,38.0,,,,
