game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,throwAttempts,throwaways,yardsReceived,yardsThrown
SYNTHETIC_AUDL_2022_W1_ALLEYCATS,,2022,1,AUDL,,,1.0,0.0,,,0.0,1.0,,,,0.0,87.0,35.0
SYNTHETIC_AUDL_2022_W2_ALLEYCATS,,2022,2,AUDL,,,0.0,0.0,,,1.0,0.0,,,,1.0,116.0,15.0
SYNTHETIC_AUDL_2022_W3_ALLEYCATS,,2022,3,AUDL,,,1.0,1.0,,,0.0,1.0,,,,0.0,31.0,31.0
2022-06-25-CHI-IND,2022-06-25,2022,5,,CHI,IND,1.0,0.0,,,0.0,2.0,,,,0.0,148.0,66.0
2022-07-02-PIT-IND,2022-07-02,2022,6,,PIT,IND,0.0,1.0,,,0.0,2.0,,,,1.0,97.0,65.0
2022-07-09-IND-CHI,2022-07-09,2022,7,AUDL,alleycats,union,0.0,1.0,,,0.0,1.0,,,,0.0,105.0,33.0
2022-07-15-IND-MAD,2022-07-15,2022,8,AUDL,alleycats,radicals,0.0,0.0,,,0.0,2.0,,,,1.0,190.0,-26.0
2022-07-23-MIN-IND,2022-07-23,2022,9,AUDL,windchill,alleycats,0.0,1.0,,,0.0,0.0,,,,0.0,80.0,42.0
2022-07-30-IND-ATL,2022-07-30,2022,10,AUDL,alleycats,hustle,2.0,1.0,,,0.0,0.0,,,,0.0,134.0,92.0
2023-04-29-IND-ATL,2023-04-29,2023,1,AUDL,INDIANAPOLIS ALLEYCATS,ATLANTA HUSTLE,,,3.0,2.0,,1.0,1.0,,2.0,,65.0,-23.0
2023-05-06-MIN-IND,2023-05-06,2023,2,AUDL,MINNESOTA WIND CHILL,INDIANAPOLIS ALLEYCATS,,,4.0,1.0,,2.0,,,2.0,1.0,35.0,-7.0
2023-05-13-IND-CHI,2023-05-13,2023,3,AUDL,INDIANAPOLIS ALLEYCATS,CHICAGO UNION,,,8.0,5.0,,1.0,1.0,,7.0,1.0,102.0,-22.0
2023-05-20-MAD-IND,2023-05-20,2023,4,AUDL,MADISON RADICALS,INDIANAPOLIS ALLEYCATS,,1.0,3.0,4.0,,,1.0,,4.0,,25.0,5.0
2023-06-10-CHI-IND,2023-06-10,2023,7,AUDL,CHICAGO UNION,INDIANAPOLIS ALLEYCATS,,,13.0,11.0,,2.0,1.0,,11.0,,51.0,50.0
2023-06-17-DET-IND,2023-06-17,2023,8,AUDL,DETROIT MECHANIX,INDIANAPOLIS ALLEYCATS,,,7.0,6.0,,1.0,1.0,1.0,7.0,1.0,102.0,31.0
2023-07-01-MAD-IND,2023-07-01,2023,10,AUDL,MADISON RADICALS,INDIANAPOLIS ALLEYCATS,,1.0,2.0,1.0,,,,,2.0,1.0,24.0,8.0
2023-07-09-IND-MIN,2023-07-09,2023,11,AUDL,INDIANAPOLIS ALLEYCATS,MINNESOTA WIND CHILL,,,3.0,3.0,,1.0,,,3.0,,11.0,8.0
2023-07-15-PIT-IND,2023-07-15,2023,12,AUDL,PITTSBURGH THUNDERBIRDS,INDIANAPOLIS ALLEYCATS,1.0,,12.0,9.0,1.0,2.0,1.0,,10.0,1.0,146.0,81.0
2023-07-22-IND-PIT,2023-07-22,2023,13,AUDL,INDIANAPOLIS ALLEYCATS,PITTSBURGH THUNDERBIRDS,,2.0,4.0,7.0,,,2.0,1.0,7.0,,9.0,119.0
