game_id,date,season,week,league,away,home,2_pointer,3_pointer,4_pointer,assist,blockedShot,rebound,steal
2452442,,,1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2559385,,,1,,,,7.0,1.0,0.0,2.0,0.0,13.0,0.0
2660093,,,1,,,,3.0,0.0,0.0,3.0,1.0,11.0,2.0
2457575,,,2,,,,9.0,1.0,0.0,3.0,0.0,8.0,1.0
2559387,,,2,,,,11.0,5.0,0.0,6.0,0.0,6.0,4.0
2463131,,,3,,,,6.0,4.0,1.0,0.0,1.0,3.0,1.0
2559393,,,3,,,,4.0,2.0,0.0,4.0,0.0,7.0,2.0
2463417,,,4,,,,7.0,3.0,0.0,3.0,2.0,5.0,1.0
2559402,,,4,,,,5.0,1.0,0.0,3.0,0.0,6.0,0.0
2463418,,,5,,,,8.0,1.0,0.0,3.0,0.0,8.0,0.0
2559405,,,5,,,,7.0,2.0,0.0,1.0,2.0,10.0,3.0
2559424,,,6,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
