game_id,date,season,week,league,away,home,match_loss,match_played,match_win,team_points_against,team_points_for
curling-wcf-world-2026-825-11-2,2026-02-18,2026,1,WCF-WORLD,Norway,Switzerland,1.0,1.0,0.0,10.0,4.0
curling-wcf-world-2026-825-13-2,2026-02-19,2026,1,WCF-WORLD,Norway,Canada,1.0,1.0,0.0,5.0,4.0
curling-wcf-world-2026-825-14-1,2026-02-20,2026,1,WCF-WORLD,Norway,Switzerland,1.0,1.0,0.0,9.0,1.0
curling-wcf-world-2026-825-2-1,2026-02-12,2026,1,WCF-WORLD,Norway,Germany,1.0,1.0,0.0,5.0,4.0
curling-wcf-world-2026-825-3-1,2026-02-13,2026,1,WCF-WORLD,China,Norway,0.0,1.0,1.0,6.0,8.0
curling-wcf-world-2026-825-7-2,2026-02-15,2026,1,WCF-WORLD,Norway,United States of America,1.0,1.0,0.0,10.0,8.0
curling-wcf-world-2026-833-12-1,2026-03-31,2026,1,WCF-WORLD,Norway,Poland,1.0,1.0,0.0,8.0,5.0
curling-wcf-world-2026-833-14-1,2026-03-31,2026,1,WCF-WORLD,Korea,Norway,1.0,1.0,0.0,9.0,7.0
curling-wcf-world-2026-833-19-1,2026-04-02,2026,1,WCF-WORLD,Norway,Italy,1.0,1.0,0.0,7.0,4.0
curling-wcf-world-2026-833-20-2,2026-04-02,2026,1,WCF-WORLD,Canada,Norway,1.0,1.0,0.0,7.0,5.0
curling-wcf-world-2026-833-3-1,2026-03-28,2026,1,WCF-WORLD,Switzerland,Norway,1.0,1.0,0.0,8.0,1.0
