game_id,date,season,week,league,away,home,gp,recv_rec,recv_td,recv_yds
FOOTBALL_ELF_2022_SEASON_TOTAL,,2022,1,ELF,,,2.0,3.0,1.0,35.0
FOOTBALL_ELF_2023_SEASON_TOTAL,,2023,1,ELF,,,4.0,4.0,,45.0
