game_id,date,season,week,league,away,home,assists,blocks,d_points,goals,o_points,plus_minus,touches,turnovers
PUL_2025_SEASON_TOTAL,,2025,1,PUL,,,4.0,1.0,18.0,9.0,23.0,8.0,83.0,6.0
PUL_2026_SEASON_TOTAL,,2026,1,PUL,,,4.0,3.0,14.0,4.0,6.0,9.0,38.0,2.0
