game_id,date,season,week,league,away,home,assisted_tackles,fumble_recoveries,fumble_recovery_yards,kick_returns,kr_avg,kr_long,kr_tds,kr_yards,rec_avg,rec_long,receiving_tds,receiving_yards,receptions,rush_avg,rush_long,rushing_attempts,rushing_tds,rushing_yards,solo_tackles,tackles
FOOTBALL_XFL_2023_2_25_DC@VGS,2023-02-25,2023,2,XFL,VIPERS,DEFENDERS,,,,,,,,,,,,,,,,,,,,1.0
FOOTBALL_XFL_2023_4_16_ARL@DC,2023-04-16,2023,9,XFL,ARL,DC,,,,,,,,,,,,,,,,,,-1.0,,
3,2024-03-31,2024,1,UFL,BRAHMAS,DEFENDERS,,,,,,,,,,,,,2.0,,,,,9.0,,
32,2024-05-19,2024,8,UFL,BRAHMAS,RENEGADES,,,,,,,,,,,,3.0,1.0,,,,,,,
34,2024-05-25,2024,9,UFL,BRAHMAS,STALLIONS,,,,,,,,,,,,,,,,,,5.0,,
38,2024-06-01,2024,10,UFL,BATTLEHAWKS,BRAHMAS,,,,,,,,,,,,9.0,3.0,,,,,4.0,,
FOOTBALL_IFL_2026_8_2_T4ORLANDOPIRATESG20260802I88B@T1GREENBAYBLIZZARD,2026-08-02,2026,,IFL,#4 Orlando Pirates,#1 Green Bay Blizzard,0.0,1.0,0.0,2.0,13.0,17.0,0.0,26.0,14.3,30.0,2.0,86.0,6.0,3.3,14.0,9.0,1.0,30.0,0.0,0.0
