game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
SYNTHETIC_UFL_2024_W1_BATTLEHAWKS,2024-03-30,2024,1,UFL,PANTHERS,BATTLEHAWKS,0.0,6.0,2.0,0.0,40.0
SYNTHETIC_UFL_2024_W2_BATTLEHAWKS,2024-04-06,2024,2,UFL,BATTLEHAWKS,RENEGADES,,,,0.0,4.0
SYNTHETIC_UFL_2024_W4_BATTLEHAWKS,2024-04-20,2024,4,UFL,BATTLEHAWKS,SHOWBOATS,0.0,6.0,1.0,1.0,7.0
SYNTHETIC_UFL_2024_W5_BATTLEHAWKS,2024-04-28,2024,5,UFL,DEFENDERS,BATTLEHAWKS,,,,1.0,31.0
SYNTHETIC_UFL_2024_W6_BATTLEHAWKS,2024-05-04,2024,6,UFL,BATTLEHAWKS,ROUGHNECKS,,,,0.0,10.0
SYNTHETIC_UFL_2024_W7_BATTLEHAWKS,2024-05-11,2024,7,UFL,STALLIONS,BATTLEHAWKS,,,,0.0,-6.0
SYNTHETIC_UFL_2024_W8_BATTLEHAWKS,2024-05-19,2024,8,UFL,BATTLEHAWKS,DEFENDERS,0.0,38.0,1.0,2.0,35.0
SYNTHETIC_UFL_2024_W9_BATTLEHAWKS,2024-05-25,2024,9,UFL,RENEGADES,BATTLEHAWKS,0.0,29.0,2.0,0.0,4.0
SYNTHETIC_UFL_2024_W10_BATTLEHAWKS,2024-06-01,2024,10,UFL,BATTLEHAWKS,BRAHMAS,0.0,0.0,0.0,0.0,41.0
SYNTHETIC_UFL_2024_W11_BATTLEHAWKS,2024-06-09,2024,11,UFL,BATTLEHAWKS,BRAHMAS,0.0,10.0,2.0,0.0,12.0
