game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
SWKANSAS-NASHVILLE,2025-03-08,2025,0,AF1,NASHVILLE,SW KANSAS,0.0,78.0,8.0,1.0,17.0
KATS-FIREBIRDS-0329,2025-03-29,2025,3,AF1,ALBANY,NASHVILLE,0.0,38.0,2.0,,
NASHVILLE-BILLINGS-0609,2025-06-09,2025,13,AF1,BILLINGS,NASHVILLE,1.0,121.0,11.0,1.0,2.0
SYNTHETIC_50YARD_2026_W2_MICHIGANARSENAL,2026-05-09,2026,2,50YARD,Minnesota Monsters,Michigan Arsenal,1.0,86.0,12.0,,
