game_id,date,season,week,league,away,home,interceptions_lost,pass_att,pass_cmp,pass_lg,pass_loss,pass_sack,pass_yds,passing_tds,passing_yards,rush_att,rush_lg,rush_yds,rushing_tds,rushing_yards
FOOTBALL_CFL_2022_10_29_HAM@OTT,2022-10-29,2022,1,CFL,HAM,OTT,,12.0,8.0,25.0,8.0,1.0,98.0,,,3.0,15.0,30.0,,
FOOTBALL_CFL_2022_7_31_OTT@TOR,2022-07-31,2022,1,CFL,OTT,TOR,,,,,,,,,,1.0,1.0,1.0,,
6241,2022-07-31,2022,8,CFL,OTT,TOR,,,,,,,,,,,,,0.0,1.0
9889285,2023-06-10,2023,1,CFL,OTT,MTL,,,,,,,,,,,,,0.0,4.0
9889287,2023-06-15,2023,2,CFL,CGY,OTT,1.0,,,,,,,0.0,129.0,,,,0.0,19.0
9889295,2023-06-30,2023,4,CFL,EDM,OTT,0.0,,,,,,,1.0,185.0,,,,0.0,31.0
11824120,2025-10-18,2025,20,CFL,MTL,OTT,3.0,,,,,,,3.0,286.0,,,,0.0,26.0
11824122,2025-10-24,2025,21,CFL,OTT,HAM,2.0,,,,,,,1.0,119.0,,,,0.0,9.0
