game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
SYNTHETIC_AUDL_2022_W1_EMPIRE,,2022,1,AUDL,,,0.0,0.0,,,0.0,0.0,,,,,,0.0,0.0,0.0
SYNTHETIC_AUDL_2022_W2_EMPIRE,,2022,2,AUDL,,,2.0,0.0,,,0.0,1.0,,,,,,2.0,76.0,147.0
SYNTHETIC_AUDL_2022_W3_EMPIRE,,2022,3,AUDL,,,1.0,0.0,,,0.0,1.0,,,,,,0.0,29.0,65.0
2022-06-18-OTT-NY,2022-06-18,2022,4,,OTT,NY,0.0,1.0,,,0.0,4.0,,,,,,1.0,188.0,50.0
2022-07-01-MTL-NY,2022-07-01,2022,6,,MTL,NY,2.0,1.0,,,1.0,3.0,,,,,,0.0,205.0,145.0
2022-07-09-BOS-NY,2022-07-09,2022,7,AUDL,glory,empire,0.0,0.0,,,0.0,1.0,,,,,,0.0,35.0,86.0
2022-07-22-NY-PHI,2022-07-22,2022,9,AUDL,empire,phoenix,0.0,0.0,,,0.0,0.0,,,,,,0.0,0.0,0.0
2023-04-29-PHI-NY,2023-04-29,2023,1,AUDL,PHILADELPHIA PHOENIX,NEW YORK EMPIRE,4.0,1.0,11.0,10.0,,,,1.0,,,11.0,,31.0,117.0
2023-05-05-TOR-NY,2023-05-05,2023,2,AUDL,TORONTO RUSH,NEW YORK EMPIRE,1.0,2.0,18.0,16.0,,1.0,3.0,,,,19.0,2.0,117.0,109.0
2023-05-13-NY-DC,2023-05-13,2023,3,AUDL,NEW YORK EMPIRE,DC BREEZE,,1.0,5.0,6.0,,,,,,,6.0,,65.0,56.0
2023-05-20-NY-PHI,2023-05-20,2023,4,AUDL,NEW YORK EMPIRE,PHILADELPHIA PHOENIX,,2.0,10.0,7.0,,2.0,1.0,,,,8.0,1.0,122.0,22.0
2023-06-10-ATL-NY,2023-06-10,2023,7,AUDL,ATLANTA HUSTLE,NEW YORK EMPIRE,1.0,2.0,7.0,6.0,,1.0,,1.0,,,7.0,,81.0,71.0
2023-06-16-BOS-NY,2023-06-16,2023,8,AUDL,BOSTON GLORY,NEW YORK EMPIRE,2.0,,13.0,10.0,,3.0,1.0,,,,10.0,,151.0,60.0
2023-06-30-DC-NY,2023-06-30,2023,10,AUDL,DC BREEZE,NEW YORK EMPIRE,2.0,1.0,14.0,10.0,,2.0,,1.0,1.0,1.0,11.0,1.0,152.0,68.0
2023-07-14-NY-COL,2023-07-14,2023,12,AUDL,NEW YORK EMPIRE,COLORADO SUMMIT,2.0,1.0,18.0,17.0,,,,0.0,,,18.0,1.0,119.0,36.0
2023-07-15-NY-SLC,2023-07-15,2023,12,AUDL,NEW YORK EMPIRE,SALT LAKE SHRED,,,,,,,1.0,,,,,,,
2023-07-22-MTL-NY,2023-07-22,2023,13,AUDL,MONTREAL ROYAL,NEW YORK EMPIRE,2.0,4.0,11.0,14.0,,,2.0,,,,14.0,,11.0,88.0
2024-04-27-MTL-NY,2024-04-27,2024,1,UFA,royal,empire,0.0,1.0,,,0.0,4.0,,,,,,3.0,152.0,50.0
2024-05-04-NY-ATL,2024-05-04,2024,2,UFA,empire,hustle,1.0,0.0,,,0.0,0.0,,,,,,0.0,19.0,83.0
2024-05-17-NY-BOS,2024-05-17,2024,4,UFA,empire,glory,0.0,0.0,,,0.0,0.0,,,,,,0.0,0.0,0.0
2024-05-18-NY-MTL,2024-05-18,2024,4,UFA,empire,royal,0.0,0.0,,,0.0,0.0,,,,,,0.0,0.0,0.0
2024-05-24-PHI-NY,2024-05-24,2024,5,UFA,phoenix,empire,2.0,2.0,,,0.0,3.0,,,,,,0.0,80.0,82.0
2024-05-31-BOS-NY,2024-05-31,2024,6,UFA,glory,empire,1.0,1.0,,,0.0,0.0,,,,,,0.0,23.0,70.0
2024-06-08-NY-DC,2024-06-08,2024,7,UFA,empire,breeze,3.0,0.0,,,0.0,3.0,,,,,,0.0,218.0,278.0
2024-06-15-NY-PHI,2024-06-15,2024,8,UFA,empire,phoenix,0.0,0.0,,,0.0,0.0,,,,,,0.0,0.0,0.0
2024-06-21-TOR-NY,2024-06-21,2024,9,UFA,rush,empire,4.0,1.0,,,0.0,1.0,,,,,,2.0,192.0,166.0
2024-06-29-SLC-NY,2024-06-29,2024,10,UFA,shred,empire,0.0,0.0,,,0.0,0.0,,,,,,0.0,0.0,0.0
2024-07-12-NY-MIN,2024-07-12,2024,12,UFA,empire,windchill,0.0,0.0,,,0.0,0.0,,,,,,0.0,0.0,0.0
2024-07-20-DC-NY,2024-07-20,2024,13,UFA,breeze,empire,4.0,1.0,,,0.0,0.0,,,,,,3.0,164.0,268.0
2025-04-24-NY-OAK,2025-04-24,2025,1,UFA,empire,spiders,1.0,1.0,,,0.0,0.0,,,,,,2.0,86.0,141.0
2025-04-25-NY-LV,2025-04-25,2025,1,UFA,empire,bighorns,0.0,1.0,,,0.0,2.0,,,,,,0.0,29.0,-16.0
2025-05-09-MTL-NY,2025-05-09,2025,3,UFA,royal,empire,1.0,0.0,,,0.0,1.0,,,,,,0.0,18.0,107.0
2025-05-16-NY-BOS,2025-05-16,2025,4,UFA,empire,glory,3.0,0.0,,,0.0,2.0,,,,,,1.0,76.0,211.0
2025-05-17-NY-MTL,2025-05-17,2025,4,UFA,empire,royal,3.0,0.0,,,0.0,5.0,,,,,,1.0,224.0,171.0
