game_id,date,season,week,league,away,home,assists,blocks,drops,goals,throwaways,yardsReceived,yardsThrown
SYNTHETIC_AUDL_2022_W1_ROYAL,,2022,1,AUDL,,,0.0,0.0,0.0,1.0,2.0,43.0,6.0
SYNTHETIC_AUDL_2022_W2_ROYAL,,2022,2,AUDL,,,0.0,2.0,0.0,0.0,1.0,7.0,0.0
SYNTHETIC_AUDL_2022_W3_ROYAL,,2022,3,AUDL,,,0.0,1.0,0.0,0.0,0.0,15.0,79.0
2022-07-01-MTL-NY,2022-07-01,2022,6,,MTL,NY,0.0,0.0,0.0,1.0,2.0,22.0,29.0
2022-07-02-MTL-BOS,2022-07-02,2022,6,,MTL,BOS,0.0,4.0,0.0,5.0,0.0,202.0,92.0
2022-07-07-OTT-MTL,2022-07-07,2022,7,AUDL,outlaws,royal,1.0,0.0,1.0,3.0,2.0,266.0,47.0
2022-07-15-DC-MTL,2022-07-15,2022,8,AUDL,breeze,royal,0.0,2.0,0.0,0.0,4.0,249.0,119.0
