game_id,date,season,week,league,away,home,assists,def_rebounds,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,fta,minutes,off_rebounds,plus_minus,points,rebounds,turnovers
WNBA_202508240MIN,2025-08-24,2025,1,WNBA,IND,MIN,,,,,,,,,,,1.4333333333333333,,-2.0,,,
WNBA_202508280MIN,2025-08-28,2025,1,WNBA,SEA,MIN,,1.0,,,,,,,1.0,,1.1333333333333333,,-2.0,,1.0,
WNBA_202509010MIN,2025-09-01,2025,1,WNBA,DAL,MIN,,,,,,,,,1.0,,3.05,,4.0,,,1.0
WNBA_202509040LVA,2025-09-04,2025,1,WNBA,MIN,LVA,,1.0,,,,,,,,,3.45,,1.0,,1.0,
WNBA_202509090IND,2025-09-09,2025,1,WNBA,MIN,IND,1.0,2.0,0.5,2.0,1.0,0.25,4.0,1.0,2.0,2.0,11.266666666666667,2.0,6.0,3.0,4.0,2.0
WNBA_202509110MIN,2025-09-11,2025,1,WNBA,GSV,MIN,,,,1.0,,,3.0,,,,2.3333333333333335,,,,,
WNBA_202509140MIN,2025-09-14,2025,1,WNBA,GSV,MIN,,1.0,,,,,1.0,,1.0,,3.6166666666666667,,-5.0,,1.0,
WNBA_202509230MIN,2025-09-23,2025,1,WNBA,PHO,MIN,,,,,,,,,,,0.13333333333333333,,,,,
