game_id,date,season,week,league,away,home,assists,blocks,def_rebounds,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
WNBA_202505170IND,2025-05-17,2025,1,WNBA,CHI,IND,,,1.0,1.0,1.0,1.0,,1.0,2.0,2.0,3.05,,6.0,4.0,1.0,,1.0
WNBA_202505280WAS,2025-05-28,2025,1,WNBA,IND,WAS,,,1.0,,,,,,,,0.36666666666666664,,4.0,,1.0,,
WNBA_202506070CHI,2025-06-07,2025,1,WNBA,IND,CHI,,,,,,,1.0,,,,3.2333333333333334,,6.0,,,,
WNBA_202506100ATL,2025-06-10,2025,1,WNBA,IND,ATL,,,,,,,1.0,,,,1.3666666666666667,,1.0,,,,
WNBA_202506140IND,2025-06-14,2025,1,WNBA,NYL,IND,,,,,,,,,,,0.45,,,,,,
WNBA_202506170IND,2025-06-17,2025,1,WNBA,CON,IND,,,1.0,,,,,,,,2.3833333333333333,,-2.0,,1.0,,
WNBA_202506190GSV,2025-06-19,2025,1,WNBA,IND,GSV,,,,,,,,,,,0.48333333333333334,,,,,,
WNBA_202506260IND,2025-06-26,2025,1,WNBA,LAS,IND,,,,,,,,,2.0,,4.533333333333333,1.0,,,1.0,,
WNBA_202506270DAL,2025-06-27,2025,1,WNBA,IND,DAL,,,1.0,,2.0,,4.0,0.75,4.0,3.0,13.85,1.0,-3.0,3.0,2.0,1.0,
WNBA_202507030IND,2025-07-03,2025,1,WNBA,LVA,IND,,1.0,3.0,0.5,2.0,1.0,3.0,,,,14.483333333333333,,7.0,2.0,3.0,2.0,1.0
WNBA_202507050IND,2025-07-05,2025,1,WNBA,LAS,IND,,1.0,5.0,0.5,4.0,2.0,3.0,0.5,2.0,1.0,12.05,1.0,-2.0,5.0,6.0,,2.0
WNBA_202507090IND,2025-07-09,2025,1,WNBA,GSV,IND,,2.0,4.0,0.556,9.0,5.0,3.0,,,,19.916666666666668,2.0,-1.0,10.0,6.0,3.0,
WNBA_202507130IND,2025-07-13,2025,1,WNBA,DAL,IND,,,2.0,0.333,9.0,3.0,,0.5,2.0,1.0,13.6,2.0,-5.0,7.0,4.0,,1.0
WNBA_202507150CON,2025-07-15,2025,1,WNBA,IND,CON,,,3.0,,,,,0.5,2.0,1.0,6.083333333333333,1.0,1.0,1.0,4.0,,
WNBA_202507160NYL,2025-07-16,2025,1,WNBA,IND,NYL,,1.0,1.0,0.667,6.0,4.0,,,,,10.833333333333334,3.0,6.0,8.0,4.0,,
WNBA_202507240IND,2025-07-24,2025,1,WNBA,LVA,IND,,,3.0,,1.0,,1.0,,,,7.183333333333334,1.0,-1.0,,4.0,,
