game_id,date,season,week,league,away,home,assists,blocks,def_rebounds,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
WNBA_202507270CHI,2025-07-27,2025,1,WNBA,IND,CHI,1.0,,2.0,0.75,8.0,6.0,2.0,1.0,2.0,2.0,22.316666666666666,2.0,23.0,14.0,4.0,3.0,
WNBA_202507300IND,2025-07-30,2025,1,WNBA,PHO,IND,,,1.0,,,,,,,,5.033333333333333,,-7.0,,1.0,1.0,
WNBA_202508010DAL,2025-08-01,2025,1,WNBA,IND,DAL,,,,,,,,,,,3.4,,,,,,
WNBA_202508050LAS,2025-08-05,2025,1,WNBA,IND,LAS,,,,,,,1.0,,,,4.216666666666667,,-4.0,,,,
WNBA_202508070PHO,2025-08-07,2025,1,WNBA,IND,PHO,,1.0,1.0,0.667,3.0,2.0,1.0,0.5,2.0,1.0,10.183333333333334,1.0,-16.0,5.0,2.0,,1.0
WNBA_202508090IND,2025-08-09,2025,1,WNBA,CHI,IND,,,5.0,0.667,3.0,2.0,1.0,1.0,3.0,3.0,17.166666666666668,2.0,9.0,7.0,7.0,2.0,
WNBA_202508120IND,2025-08-12,2025,1,WNBA,DAL,IND,,,2.0,,,,,,,,5.233333333333333,,-2.0,,2.0,1.0,2.0
WNBA_202508150IND,2025-08-15,2025,1,WNBA,WAS,IND,,1.0,3.0,0.333,3.0,1.0,1.0,0.5,2.0,1.0,12.916666666666666,,-4.0,3.0,3.0,,
WNBA_202508170CON,2025-08-17,2025,1,WNBA,IND,CON,,,,1.0,1.0,1.0,,,,,6.133333333333334,,-7.0,2.0,,,
WNBA_202508220IND,2025-08-22,2025,1,WNBA,MIN,IND,,,,,,,1.0,,,,2.5166666666666666,,-3.0,,,,
WNBA_202508240MIN,2025-08-24,2025,1,WNBA,IND,MIN,,,,1.0,1.0,1.0,,,,,1.8166666666666667,,2.0,2.0,,,
WNBA_202508260IND,2025-08-26,2025,1,WNBA,SEA,IND,,,,1.0,1.0,1.0,1.0,,,,3.6166666666666667,,-7.0,2.0,,,
WNBA_202509050IND,2025-09-05,2025,1,WNBA,CHI,IND,,,,0.667,3.0,2.0,,,,,3.0166666666666666,1.0,3.0,4.0,1.0,,
WNBA_202509070WAS,2025-09-07,2025,1,WNBA,IND,WAS,,,,,,,,0.75,4.0,3.0,5.25,,1.0,3.0,,,
WNBA_202509090IND,2025-09-09,2025,1,WNBA,MIN,IND,,1.0,,,,,,,,,2.0,,-4.0,,,,
WNBA_202509140ATL,2025-09-14,2025,1,WNBA,IND,ATL,,1.0,,,,,,,,,1.55,,4.0,,,,
WNBA_202509160IND,2025-09-16,2025,1,WNBA,ATL,IND,,,2.0,1.0,3.0,3.0,,1.0,3.0,3.0,9.233333333333333,1.0,-3.0,9.0,3.0,,
WNBA_202509180ATL,2025-09-18,2025,1,WNBA,IND,ATL,,,2.0,0.333,3.0,1.0,,,,,3.533333333333333,3.0,5.0,2.0,5.0,,
WNBA_202509210LVA,2025-09-21,2025,1,WNBA,IND,LVA,,,1.0,,,,,1.0,2.0,2.0,3.8666666666666667,,2.0,2.0,1.0,,
WNBA_202509230LVA,2025-09-23,2025,1,WNBA,IND,LVA,,,,,,,,,,,2.6833333333333336,,-1.0,,,,
WNBA_202509260IND,2025-09-26,2025,1,WNBA,LVA,IND,,2.0,2.0,0.667,3.0,2.0,1.0,0.333,3.0,1.0,17.033333333333335,2.0,-11.0,5.0,4.0,1.0,2.0
WNBA_202509280IND,2025-09-28,2025,1,WNBA,LVA,IND,,,,,,,2.0,,,,10.733333333333333,2.0,3.0,,2.0,1.0,1.0
WNBA_202509300LVA,2025-09-30,2025,1,WNBA,IND,LVA,,,,,,,,,,,2.4833333333333334,,-2.0,,,,
