game_id,date,season,week,league,away,home,assists,blocks,def_rebounds,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
WNBA_202505170PHO,2025-05-17,2025,1,WNBA,SEA,PHO,3.0,,1.0,0.25,4.0,1.0,0.444,9.0,4.0,1.0,0.667,3.0,2.0,21.866666666666667,1.0,6.0,11.0,2.0,2.0,2.0
WNBA_202505210PHO,2025-05-21,2025,1,WNBA,LAS,PHO,1.0,1.0,1.0,0.5,2.0,1.0,0.5,4.0,2.0,,,,,13.4,,1.0,5.0,1.0,,
WNBA_202505230SEA,2025-05-23,2025,1,WNBA,PHO,SEA,,1.0,2.0,0.5,2.0,1.0,0.6,5.0,3.0,3.0,,,,16.566666666666666,,-10.0,7.0,2.0,3.0,2.0
WNBA_202505250PHO,2025-05-25,2025,1,WNBA,WAS,PHO,,,,0.333,3.0,1.0,0.167,6.0,1.0,3.0,0.333,3.0,1.0,16.95,,-2.0,4.0,,3.0,
WNBA_202505270PHO,2025-05-27,2025,1,WNBA,CHI,PHO,,1.0,1.0,0.6,5.0,3.0,0.5,6.0,3.0,,,,,17.383333333333333,,5.0,9.0,1.0,3.0,1.0
WNBA_202505300PHO,2025-05-30,2025,1,WNBA,MIN,PHO,1.0,,4.0,,7.0,,0.222,9.0,2.0,2.0,,,,25.633333333333333,2.0,-12.0,4.0,6.0,,1.0
WNBA_202506010LAS,2025-06-01,2025,1,WNBA,PHO,LAS,3.0,,3.0,,3.0,,,6.0,,2.0,,,,21.066666666666666,1.0,4.0,,4.0,,
WNBA_202506030MIN,2025-06-03,2025,1,WNBA,PHO,MIN,3.0,1.0,,0.333,6.0,2.0,0.5,14.0,7.0,1.0,,,,29.15,1.0,-17.0,16.0,1.0,3.0,1.0
WNBA_202506050PHO,2025-06-05,2025,1,WNBA,GSV,PHO,2.0,,,0.444,9.0,4.0,0.467,15.0,7.0,2.0,1.0,6.0,6.0,27.166666666666668,,18.0,24.0,,1.0,2.0
WNBA_202506070PHO,2025-06-07,2025,1,WNBA,SEA,PHO,3.0,,2.0,0.25,8.0,2.0,0.385,13.0,5.0,,1.0,2.0,2.0,27.916666666666668,1.0,-6.0,14.0,3.0,2.0,2.0
WNBA_202506110PHO,2025-06-11,2025,1,WNBA,DAL,PHO,1.0,,,0.333,6.0,2.0,0.375,8.0,3.0,2.0,0.75,4.0,3.0,20.033333333333335,,10.0,11.0,,,3.0
WNBA_202506150LVA,2025-06-15,2025,1,WNBA,PHO,LVA,2.0,1.0,1.0,0.2,5.0,1.0,0.143,7.0,1.0,1.0,,,,23.333333333333332,,7.0,3.0,1.0,1.0,
WNBA_202506180CON,2025-06-18,2025,1,WNBA,PHO,CON,,,1.0,1.0,2.0,2.0,0.833,6.0,5.0,,1.0,2.0,2.0,20.466666666666665,1.0,5.0,14.0,2.0,2.0,2.0
WNBA_202506190NYL,2025-06-19,2025,1,WNBA,PHO,NYL,1.0,,,,2.0,,,2.0,,1.0,,,,8.683333333333334,1.0,-6.0,,1.0,1.0,2.0
WNBA_202507230PHO,2025-07-23,2025,1,WNBA,ATL,PHO,,,3.0,0.5,2.0,1.0,0.333,3.0,1.0,3.0,,,,12.166666666666666,,,3.0,3.0,,
WNBA_202507250NYL,2025-07-25,2025,1,WNBA,PHO,NYL,2.0,,,1.0,1.0,1.0,0.5,2.0,1.0,2.0,,,,10.45,,-18.0,3.0,,,1.0
WNBA_202507270WAS,2025-07-27,2025,1,WNBA,PHO,WAS,1.0,,,,2.0,,0.333,3.0,1.0,3.0,,,,8.8,,5.0,2.0,,,1.0
WNBA_202507300IND,2025-07-30,2025,1,WNBA,PHO,IND,2.0,,,,2.0,,0.333,3.0,1.0,1.0,1.0,2.0,2.0,12.416666666666666,1.0,3.0,4.0,1.0,1.0,
WNBA_202508010ATL,2025-08-01,2025,1,WNBA,PHO,ATL,,,,0.5,2.0,1.0,0.167,6.0,1.0,,,,,18.15,,2.0,3.0,,,1.0
WNBA_202508030CHI,2025-08-03,2025,1,WNBA,PHO,CHI,2.0,,1.0,0.25,4.0,1.0,0.25,8.0,2.0,4.0,,,,18.15,2.0,-10.0,5.0,3.0,,
WNBA_202508050PHO,2025-08-05,2025,1,WNBA,CON,PHO,,,,,,,,,,,,,,16.783333333333335,,-5.0,,,1.0,
WNBA_202508070PHO,2025-08-07,2025,1,WNBA,IND,PHO,,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,3.35,,3.0,5.0,,,
