game_id,date,season,week,league,away,home,fumbles,fumbles_lost,games_played,kick_returns,punt_returns,receiving_yards,rush_avg,rush_long,rushing_attempts,rushing_tds,rushing_yards,rushing_yards_per_game,total_yards,yards_per_game
FOOTBALL_NAL_2021_jersey-flight_SEASON_TOTAL,2021-12-31,,0,,,JERSEY FLIGHT,1.0,1.0,5.0,2.8,14.0,12.0,2.3,4.0,4.0,0.0,9.0,1.8,9.0,1.8
WASHINGTON-NASHVILLE-0417,2025-04-17,2025,6,AF1,NASHVILLE,WASHINGTON,,,,,,,,,,,2.0,,,
ALBANY-NASHVILLE-0510,2025-05-10,2025,9,AF1,NASHVILLE,ALBANY,,,,,,,,,,1.0,1.0,,,
OREGON-NASHVILLE-0524,2025-05-24,2025,11,AF1,NASHVILLE,OREGON,,,,,,,,,,1.0,17.0,,,
NASHVILLE-CORPUSCHRISTI-0601,2025-06-01,2025,12,AF1,CORPUS CHRISTI,NASHVILLE,,,,,,,,,,0.0,6.0,,,
CORPUSCHRISTI-NASHVILLE-0614,2025-06-14,2025,14,AF1,NASHVILLE,CORPUS CHRISTI,,,,,,,,,,0.0,13.0,,,
NASHVILLE-ALBANY-0628,2025-06-28,2025,16,AF1,ALBANY,NASHVILLE,,,,,,,,,,0.0,1.0,,,
