game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,fielding_catches,fielding_runouts,match_played
cricket-ilt20-2023-01-13-1346916,2023-01-13,2023,1,ILT20,Dubai Capitals,Abu Dhabi Knight Riders,6.0,0.0,0.0,7.0,3.0,0.0,,,1.0
cricket-ilt20-2023-01-15-1346918,2023-01-15,2023,1,ILT20,Abu Dhabi Knight Riders,Gulf Giants,1.0,0.0,0.0,4.0,0.0,0.0,,1.0,1.0
cricket-ilt20-2023-02-03-1346941,2023-02-03,2023,1,ILT20,MI Emirates,Abu Dhabi Knight Riders,19.0,0.0,0.0,6.0,17.0,0.0,,,1.0
cricket-ilt20-2023-02-04-1346943,2023-02-04,2023,1,ILT20,Sharjah Warriors,Abu Dhabi Knight Riders,5.0,1.0,1.0,6.0,7.0,0.0,,,1.0
cricket-sa20-2024-01-11-1392653,2024-01-11,2024,1,SA20,MI Cape Town,Durban's Super Giants,10.0,0.0,0.0,4.0,17.0,2.0,1.0,,1.0
cricket-sa20-2024-01-16-1392659,2024-01-16,2024,1,SA20,Sunrisers Eastern Cape,MI Cape Town,6.0,0.0,1.0,7.0,11.0,1.0,,,1.0
cricket-sa20-2024-01-19-1392662,2024-01-19,2024,1,SA20,Paarl Royals,MI Cape Town,14.0,1.0,1.0,4.0,17.0,0.0,,,1.0
cricket-sa20-2024-01-21-1392665,2024-01-21,2024,1,SA20,Paarl Royals,MI Cape Town,36.0,3.0,0.0,4.0,32.0,0.0,,,1.0
cricket-sa20-2024-01-23-1392667,2024-01-23,2024,1,SA20,Durban's Super Giants,MI Cape Town,12.0,0.0,0.0,3.0,4.0,0.0,,,1.0
cricket-sa20-2024-02-03-1392679,2024-02-03,2024,1,SA20,MI Cape Town,Pretoria Capitals,,,,,,,1.0,,1.0
cricket-sa20-2025-01-09-1449634,2025-01-09,2025,1,SA20,MI Cape Town,Sunrisers Eastern Cape,21.0,3.0,0.0,3.0,22.0,1.0,1.0,,1.0
cricket-sa20-2025-01-11-1449637,2025-01-11,2025,1,SA20,MI Cape Town,Joburg Super Kings,13.0,0.0,0.0,3.0,8.0,0.0,1.0,,1.0
cricket-sa20-2025-01-13-1449639,2025-01-13,2025,1,SA20,MI Cape Town,Paarl Royals,,,,,,,1.0,,1.0
cricket-sa20-2025-01-15-1449642,2025-01-15,2025,1,SA20,MI Cape Town,Paarl Royals,,,,,,,1.0,1.0,1.0
cricket-sa20-2025-02-02-1449663,2025-02-02,2025,1,SA20,MI Cape Town,Pretoria Capitals,43.0,6.0,0.0,2.0,69.0,3.0,,,1.0
cricket-sa20-2025-02-08-1449667,2025-02-08,2025,1,SA20,MI Cape Town,Sunrisers Eastern Cape,26.0,2.0,0.0,4.0,39.0,2.0,1.0,,1.0
cricket-sa20-2025-12-27-1494254,2025-12-27,2025,1,SA20,Joburg Super Kings,Pretoria Capitals,3.0,0.0,0.0,5.0,2.0,0.0,,,1.0
cricket-sa20-2025-12-29-1494257,2025-12-29,2025,1,SA20,Sunrisers Eastern Cape,Pretoria Capitals,14.0,0.0,0.0,5.0,9.0,0.0,,,1.0
cricket-sa20-2025-12-31-1494260,2025-12-31,2025,1,SA20,Pretoria Capitals,MI Cape Town,5.0,0.0,0.0,4.0,0.0,0.0,1.0,,1.0
cricket-sa20-2026-01-05-1494266,2026-01-05,2026,1,SA20,Pretoria Capitals,Sunrisers Eastern Cape,33.0,6.0,0.0,1.0,52.0,2.0,,,1.0
cricket-sa20-2026-01-07-1494268,2026-01-07,2026,1,SA20,Pretoria Capitals,Durban's Super Giants,28.0,4.0,0.0,1.0,37.0,1.0,1.0,,1.0
cricket-sa20-2026-01-10-1494271,2026-01-10,2026,1,SA20,Pretoria Capitals,Paarl Royals,11.0,0.0,0.0,1.0,12.0,1.0,,,1.0
cricket-sa20-2026-01-12-1494274,2026-01-12,2026,1,SA20,Pretoria Capitals,MI Cape Town,20.0,5.0,0.0,1.0,24.0,0.0,2.0,,1.0
cricket-sa20-2026-01-15-1494277,2026-01-15,2026,1,SA20,Pretoria Capitals,Paarl Royals,13.0,2.0,0.0,1.0,8.0,0.0,,,1.0
cricket-sa20-2026-01-17-1494280,2026-01-17,2026,1,SA20,Pretoria Capitals,Joburg Super Kings,7.0,0.0,0.0,2.0,0.0,0.0,,,1.0
cricket-sa20-2026-01-21-1494283,2026-01-21,2026,1,SA20,Sunrisers Eastern Cape,Pretoria Capitals,19.0,2.0,0.0,3.0,22.0,1.0,1.0,,1.0
cricket-sa20-2026-01-25-1494286,2026-01-25,2026,1,SA20,Pretoria Capitals,Sunrisers Eastern Cape,4.0,0.0,0.0,1.0,0.0,0.0,,,1.0
cricket-t20i-2026-03-15-1491735,2026-03-15,2026,1,T20I,New Zealand,South Africa,48.0,2.0,1.0,2.0,45.0,2.0,2.0,,1.0
cricket-t20i-2026-03-17-1491736,2026-03-17,2026,1,T20I,New Zealand,South Africa,12.0,0.0,0.0,2.0,8.0,1.0,2.0,,1.0
cricket-t20i-2026-03-20-1491737,2026-03-20,2026,1,T20I,South Africa,New Zealand,8.0,2.0,0.0,3.0,15.0,1.0,,,1.0
cricket-t20i-2026-03-22-1491738,2026-03-22,2026,1,T20I,South Africa,New Zealand,36.0,7.0,0.0,2.0,57.0,3.0,2.0,,1.0
cricket-t20i-2026-03-25-1491739,2026-03-25,2026,1,T20I,South Africa,New Zealand,33.0,5.0,0.0,4.0,75.0,6.0,2.0,1.0,1.0
